dossier	nomenclature	libelle	colonnes	colonne_code	colonne_libelle	taille_ko	valeurs_embarquees
ORAVAL	AT_ODF_V	origine de la  décision médicale finale	EPI_DMF_ORI,EPI_DMF_LIB,TEC_COL	EPI_DMF_ORI	EPI_DMF_LIB	0	oui
ORAVAL	AT_OMS_V	code pathologie  ( pour MP OMS  ) codes CIM appli AT (limite à 10 600 lignes)	SIN_SYN_PAT,SYN_PAT_LIB,TEC_COL	SIN_SYN_PAT	SYN_PAT_LIB	515	non
ORAVAL	AT_ORC_V	code Origine de Crédit	SEE_CRD_ORI,CRD_ORI_LIB,TEC_COL	SEE_CRD_ORI	CRD_ORI_LIB	0	oui
ORAVAL	AT_PAC_V	TOP personne accompagnante	CUR_TOP_PAC,CUR_TOP_LIB,TEC_COL	CUR_TOP_PAC	CUR_TOP_LIB	0	oui
ORAVAL	AT_PAI_V	groupe de Paiement rente AT (périodicité)	RAT_GRP_PAI,GRP_PAI_LIB,TEC_COL	RAT_GRP_PAI	GRP_PAI_LIB	0	oui
ORAVAL	AT_PAT_V	code Profession de la victime en AT ou trajet  ( Version 1)	VIC_PAT_COD,VIC_PAT_LIB,TEC_COL	VIC_PAT_COD	VIC_PAT_LIB	1	oui
ORAVAL	AT_PAY_V	Code Pays	PAY_COD_LIE,PAY_LIB_LIE,PAY_ABR_LIE,TEC_COL	PAY_COD_LIE		5	oui
ORAVAL	AT_PIE_V	Type de pièce , nature des certificats médicaux	PIE_PIE_TYP,PIE_PIE_LIB,TEC_COL	PIE_PIE_TYP	PIE_PIE_LIB	5	oui
ORAVAL	AT_PMP_V	code Profession de la victime en MP   ( Version 1)	VIC_PMP_COD,VIC_PMP_LIB,TEC_COL	VIC_PMP_COD	VIC_PMP_LIB	17	oui
ORAVAL	AT_PTR_V	Poste de travail	PTR_VIC_COD,PTR_VIC_LIB,TEC_COL	PTR_VIC_COD	PTR_VIC_LIB	0	oui
ORAVAL	AT_QUA_V	Qualification professionnelle	VIC_PRO_QLF,PRO_QLF_LIB,TEC_COL	VIC_PRO_QLF	PRO_QLF_LIB	0	oui
ORAVAL	AT_RCT_V	états du recours contre tiers	SIN_ETA_RCT,RCT_ETA_LIB,TEC_COL	SIN_ETA_RCT	RCT_ETA_LIB	0	oui
ORAVAL	AT_REC_V	TOP envoi courrier (Lettre simple ou RAR)	REC_TOP,REC_LIB,TEC_COL	REC_TOP	REC_LIB	0	oui
ORAVAL	AT_REP_V	Suite repos AS	AAT_TOP_ASS,AAT_TOP_LIB,TEC_COL	AAT_TOP_ASS	AAT_TOP_LIB	0	oui
ORAVAL	AT_REQ_V	nature requérant	ACD_REQ_COD,ACD_REQ_LIB,TEC_COL	ACD_REQ_COD	ACD_REQ_LIB	0	oui
ORAVAL	AT_RNI_V	Rente Non Imputable	PCE_RNI_IND,PCE_RNI_LIB,TEC_COL	PCE_RNI_IND	PCE_RNI_LIB	0	oui
ORAVAL	AT_RSQ_V	numéro de Risque	SEE_RSQ_NUM,SEE_BUR_NUM,SEE_CTN_NUM,ATV_COD_STR,SEE_RSQ_LIB,GRT_ACT_NUM,CTN_COD_FIN,GFI_COD_FIN,CTN_COD_CAL,GFC_NUM_CAL,TOP_TAR_IND,RSQ_BUR_IND,RSQ_BEN_IND,RSQ_DOC_IND,TAU_ECR_RDO,RSQ_CGL_IND,RSQ_ETT_IND,RSQ_SAL_IND,RSQ_EFF_IND,RSQ_HRE_IND,RSQ_COT_IND,RSQ_EFF_NGL,RSQ_BAT_IND,RSQ_EXC_IND,TEC_COL	SEE_RSQ_NUM	SEE_RSQ_LIB	186	non
ORAVAL	AT_RTI_V	code Recours juridique ( Recours contre Tiers ) ( code numérique en CHAR)	SIN_RTI_COD,SIN_RTI_LIB,TEC_COL	SIN_RTI_COD	SIN_RTI_LIB	0	oui
ORAVAL	AT_SAN_V	TOP Sanction (O/N)	SIN_SAN_ETA,SIN_SAN_LIB,TEC_COL	SIN_SAN_ETA	SIN_SAN_LIB	0	oui
ORAVAL	AT_SDO_V	Statut du Dossier	RAT_DOS_STA,DOS_STA_LIB,TEC_COL	RAT_DOS_STA	DOS_STA_LIB	0	oui
ORAVAL	AT_SGE_V	Siège de la lésion (version 212 SGE) en CHAR(2)	SGE_ACT_COD,SGE_ACT_LIB,SGE_RGT_COD,SGE_RGT_LIB,TEC_COL	SGE_ACT_COD	SGE_ACT_LIB	1	oui
ORAVAL	AT_SIE_V	siège de la lésion  ( version 11 Orphée) en CHAR(10)	LES_LES_SIE,LES_SIE_LIB,TEC_COL	LES_LES_SIE	LES_SIE_LIB	1	oui
ORAVAL	AT_SIR_V	top SIRET	EMP_SIR_COD,EMP_SIR_LIB,TEC_COL	EMP_SIR_COD	EMP_SIR_LIB	0	oui
ORAVAL	AT_SLP_V	Siège Principal des Lésions	ATT_LEP_SGE,LES_SGP_LIB,TEC_COL	ATT_LEP_SGE	LES_SGP_LIB	0	oui
ORAVAL	AT_SLS_V	Siège Secondaire des lésions	ATT_LEP_SGE,ATT_LES_SGE,LES_SGE_LIB,TEC_COL	ATT_LEP_SGE	LES_SGE_LIB	0	oui
ORAVAL	AT_SPO_V	Statut professionnel	SPO_STA_OLD,SPO_STA_PRO,SPO_STA_LIB,SPO_LIB_OLD,TEC_COL	SPO_STA_OLD	SPO_STA_LIB	0	oui
ORAVAL	AT_STA_V	Statut de l épisode	EPI_STA,STA_PGS,TEC_COL	EPI_STA	STA_PGS	0	oui
ORAVAL	AT_TAN_V	Type d'Anomalie / Signalement / Rejet ( en AT )	PRS_ANO_COD,RAN_COD,PRS_ANO_LIB,TEC_COL	PRS_ANO_COD	PRS_ANO_LIB	0	oui
ORAVAL	AT_TAR_V	mode de tarification  ( version 11 Orphée)	EMP_MOD_TAR,EMP_MOD_LIB,TEC_COL	EMP_MOD_TAR	EMP_MOD_LIB	0	oui
ORAVAL	AT_TAT_V	Tranche d Age	VIC_ACC_TRA,ACC_TRA_LIB,TEC_COL	VIC_ACC_TRA	ACC_TRA_LIB	0	oui
ORAVAL	AT_TAU_V		TA3_COD,TA3_LIB,TA3_RGP_COD,TEC_COL	TA3_COD	TA3_LIB	1	oui
ORAVAL	AT_TDO_V	Qualité de bénéficiaire	BEN_QLT_RAT,BEN_QLR_LIB,TEC_COL	BEN_QLT_RAT	BEN_QLR_LIB	0	oui
ORAVAL	AT_TEF_V	Tranche d Effectif	TEF_TRA_EFF,TEF_BOR_INF,TEF_BOR_SUP,TEF_TRA_LIB,TEC_COL	TEF_TRA_EFF	TEF_TRA_LIB	0	oui
ORAVAL	AT_TEV_V	Type d  Evènement ( dont Motif de clôture de la rente du bénéficiaire (rachat, décès) )	RAT_SUP_AFF,SUP_MTF_LIB,TEC_COL	RAT_SUP_AFF	SUP_MTF_LIB	1	oui
ORAVAL	AT_THE_V	orientation thérapeutique accordée.	ORI_THE_COD,ORI_THE_LIB,TEC_COL	ORI_THE_COD	ORI_THE_LIB	0	oui
ORAVAL	AT_TLI_V	Type de lieu	TLY_LIE_COD,TLY_LIE_LIB,TEC_COL	TLY_LIE_COD	TLY_LIE_LIB	3	oui
ORAVAL	AT_TPR_V	Type de prestation	RAT_REN_TYP,RAT_REN_LIB,TEC_COL	RAT_REN_TYP	RAT_REN_LIB	0	oui
ORAVAL	AT_TRA_V	mode de transport	CUR_TRT_MOD,CUR_TRT_LIB,TEC_COL	CUR_TRT_MOD	CUR_TRT_LIB	0	oui
ORAVAL	AT_TRE_V	Type de Rente	TRE_TYP_COD,TRE_TYP_LIB,TEC_COL	TRE_TYP_COD	TRE_TYP_LIB	0	oui
ORAVAL	AT_TRI_V	Type de rattachement individu	RAT_BDO_BTI,RAT_BDO_LIB,TEC_COL	RAT_BDO_BTI	RAT_BDO_LIB	0	oui
ORAVAL	AT_TRQ_V	Type de risque	RAT_NAT_COD,RAT_NAT_LIB,TEC_COL	RAT_NAT_COD	RAT_NAT_LIB	0	oui
ORAVAL	AT_TYC_V	Type de Crédit	SEE_CRD_TYP,CRD_TYP_LIB,TEC_COL	SEE_CRD_TYP	CRD_TYP_LIB	0	oui
ORAVAL	AT_URG_V	Notion d'urgence	ENP_NOT_URG,ENP_NOT_LIB,TEC_COL	ENP_NOT_URG	ENP_NOT_LIB	0	oui
ORAVAL	AT_URS_V	code URSSAF	ETA_URS_COD,ETA_URS_LIB,EDI_TOP_COD,URS_DSN_LIB,NOM_VOI_LIB,COD_POS_COD,NOM_VIL_LIB,CEN_RTI_NUM,CEN_RTI_LIB,CRA_COD_NUM,CRA_COD_NU2,INS_DPT_CD1,INS_DPT_CD2,INS_DPT_CD3,INS_DPT_CD4,INS_DPT_CD5,INS_DPT_CD6,INS_DPT_CD7,INS_DPT_CD8,INS_DPT_CD9,TEC_COL	ETA_URS_COD	ETA_URS_LIB	18	oui
ORAVAL	AT_VIL_V	ville de la cure thermale.	CUR_CUR_VIL,CUR_VIL_LIB,TEC_COL	CUR_CUR_VIL	CUR_VIL_LIB	1	oui
ORAVAL	AT_VLI_V	Validité de la DAT	SIN_VAL_COD,SIN_VAL_LIB,SIN_GRP_COD,TEC_COL	SIN_VAL_COD	SIN_VAL_LIB	0	oui
ORAVAL	AT_VSE_V	Validité de la Section	SEE_COT_VAL,COT_VAL_LIB,COT_GRP_COD,TEC_COL	SEE_COT_VAL	COT_VAL_LIB	0	oui
ORAVAL	BC_BSE_V		TYP_BSE_COD,TYP_BSE_LIB	TYP_BSE_COD	TYP_BSE_LIB	0	oui
ORAVAL	BC_TRT_V		TYP_TRT_COD,TYP_TRT_LIB	TYP_TRT_COD	TYP_TRT_LIB	0	oui
ORAVAL	DE_ANA_V		TES_TYP_COD,TES_TYP_LIB,TEC_COL	TES_TYP_COD	TES_TYP_LIB	0	oui
ORAVAL	DE_ETA_V		ETB_CAT_COD,ETB_CAT_LIB,TEC_COL	ETB_CAT_COD	ETB_CAT_LIB	0	oui
ORAVAL	DE_HBG_V		BEN_HBG_COD,BEN_HBG_LIB,TEC_COL	BEN_HBG_COD	BEN_HBG_LIB	0	oui
ORAVAL	DE_RES_V		TES_RES_COD,TES_RES_LIB,TEC_COL	TES_RES_COD	TES_RES_LIB	0	oui
ORAVAL	DE_STA_V		DOS_STA_COD,DOS_STA_LIB,TEC_COL	DOS_STA_COD	DOS_STA_LIB	0	oui
ORAVAL	DE_SYM_V		BEN_SYM_PER,BEN_SYM_LIB,TEC_COL	BEN_SYM_PER	BEN_SYM_LIB	0	oui
ORAVAL	DR_BSE_V		BSE_DRO_COD,BSE_DRO_LIB	BSE_DRO_COD	BSE_DRO_LIB	0	oui
ORAVAL	DR_TYP_V		TYP_TRT_COD,TYP_TRT_LIB	TYP_TRT_COD	TYP_TRT_LIB	0	oui
ORAVAL	DS_ACC_V	Mode d'accouchement	MOD_ACC_COD,MOD_ACC_LIB,TEC_COL	MOD_ACC_COD	MOD_ACC_LIB	0	oui
ORAVAL	DS_ACP_V	Activité professionnelle (actif/inactif/retraité)	PFV_ACP_COD,PFV_ACP_LIB,TEC_COL	PFV_ACP_COD	PFV_ACP_LIB	0	oui
ORAVAL	DS_AGE_V		DCD_NEO_AGE,DCD_NEO_LIB,TEC_COL	DCD_NEO_AGE	DCD_NEO_LIB	0	oui
ORAVAL	DS_APP_V		DCD_IDT_TOP,DCD_TOP_LIB,TEC_COL	DCD_IDT_TOP	DCD_TOP_LIB	0	oui
ORAVAL	DS_ATT_V	Accident du travail (oui/non/sans précision)	DCD_ATT_COD,DCD_ATT_LIB,TEC_COL	DCD_ATT_COD	DCD_ATT_LIB	0	oui
ORAVAL	DS_CAU_V	Recherche de la cause de décès	DCD_CAU_COD,DCD_CAU_LIB,TEC_COL	DCD_CAU_COD	DCD_CAU_LIB	0	oui
ORAVAL	DS_CER_V	Type de certificat de décès (adulte/néonatal)	TYP_CER_COD,TYP_CER_LIB,TEC_COL	TYP_CER_COD	TYP_CER_LIB	0	oui
ORAVAL	DS_CIM_V		DCD_CIM_VER,DCD_CIM_LIB,TEC_COL	DCD_CIM_VER	DCD_CIM_LIB	0	oui
ORAVAL	DS_CIR_V		DCD_CIR_COD,DCD_CIR_LIB,TEC_COL	DCD_CIR_COD	DCD_CIR_LIB	0	oui
ORAVAL	DS_DEB_V	Type de début de travail d'accouchement	ACC_DEB_COD,ACC_DEB_LIB,TEC_COL	ACC_DEB_COD	ACC_DEB_LIB	0	oui
ORAVAL	DS_ENC_V		DCD_ENC_COD,DCD_ENC_LIB,TEC_COL	DCD_ENC_COD	DCD_ENC_LIB	0	oui
ORAVAL	DS_FIA_V		DCD_FIA_COD,DCD_FIA_LIB,TEC_COL	DCD_FIA_COD	DCD_FIA_LIB	0	oui
ORAVAL	DS_GRS_V	Contribution de la grossesse au décès (oui/non/nsp)	DCD_GRS_COD,DCD_GRS_LIB,TEC_COL	DCD_GRS_COD	DCD_GRS_LIB	0	oui
ORAVAL	DS_LIA_V	Lieu d'accouchement	ACC_LIA_COD,ACC_LIA_LIB,TEC_COL	ACC_LIA_COD	ACC_LIA_LIB	0	oui
ORAVAL	DS_LIE_V	Lieu du décès	DCD_LIE_COD,DCD_LIE_LIB,TEC_COL	DCD_LIE_COD	DCD_LIE_LIB	0	oui
ORAVAL	DS_LMV_V		LIE_LMV_COD,LIE_LMV_LIB,TEC_COL	LIE_LMV_COD	LIE_LMV_LIB	0	oui
ORAVAL	DS_MAR_V	Etat matrimonial	ETA_MAR_COD,ETA_MAR_LIB,TEC_COL	ETA_MAR_COD	ETA_MAR_LIB	0	oui
ORAVAL	DS_MSU_V		DCD_MSU_COD,DCD_MSU_LIB,TEC_COL	DCD_MSU_COD	DCD_MSU_LIB	0	oui
ORAVAL	DS_NAI_V	Type de naissance	RNG_NAI_TYP,RNG_NAI_LIB,TEC_COL	RNG_NAI_TYP	RNG_NAI_LIB	0	oui
ORAVAL	DS_NRS_V		DCD_NRS_COD,DCD_NRS_LIB,TEC_COL	DCD_NRS_COD	DCD_NRS_LIB	0	oui
ORAVAL	DS_PC1_V	Catégorie socio-professionnelle	CAT_PC1_CH1,CH1_PC1_LIB,TEC_COL	CAT_PC1_CH1	CH1_PC1_LIB	0	oui
ORAVAL	DS_PC2_V		CAT_PC2_CH2,CH2_PC2_LIB,TEC_COL	CAT_PC2_CH2	CH2_PC2_LIB	1	oui
ORAVAL	DS_PC3_V		CAT_PC3_CH3,CH3_PC3_LIB,TEC_COL	CAT_PC3_CH3	CH3_PC3_LIB	1	oui
ORAVAL	DS_PFS_V	Activité professionnelle du parent	ACT_PFS_COD,ACT_PFS_LIB,TEC_COL	ACT_PFS_COD	ACT_PFS_LIB	0	oui
ORAVAL	DS_PRD_V		CER_PRD_TYP,CER_PRD_LIB	CER_PRD_TYP	CER_PRD_LIB	0	oui
ORAVAL	DS_PST_V	Type de présentation de l'enfant lors de l'accouchement	ACC_PST_COD,ACC_PST_LIB,TEC_COL	ACC_PST_COD	ACC_PST_LIB	0	oui
ORAVAL	DS_SIT_V	Situation de la mère (en couple : oui/non)	MER_SIT_TOP,MER_SIT_LIB,TEC_COL	MER_SIT_TOP	MER_SIT_LIB	0	oui
ORAVAL	DS_STA_V	Statut de traitement du certificat de décès (final/en cours)	TRT_STA_COD,TRT_STA_LIB,TEC_COL	TRT_STA_COD	TRT_STA_LIB	0	oui
ORAVAL	DS_SUP_V	Type de support du certificat de décès (électronique/papier)	CER_SUP_TYP,CER_SUP_LIB,TEC_COL	CER_SUP_TYP	CER_SUP_LIB	0	oui
ORAVAL	DS_TRF_V	Transfert ou hospitalisation particulière de l'enfant (oui/non)	HOS_TRF_TOP,HOS_TRF_LIB,TEC_COL	HOS_TRF_TOP	HOS_TRF_LIB	0	oui
ORAVAL	DS_VER_V	Version du certicat de décès (1997/2017)	CER_VER_NUM,CER_VER_LIB,TEC_COL	CER_VER_NUM	CER_VER_LIB	0	oui
ORAVAL	DS_VOL_V	Volet du certificat de décès (intial/complémentaire)	TYP_VOL_COD,TYP_VOL_LIB,TEC_COL	TYP_VOL_COD	TYP_VOL_LIB	0	oui
ORAVAL	DW_DTC_V	Source de détection ( projet GRECOT )	DTC_SRC_COD,DTC_SRC_LIB,TEC_COL	DTC_SRC_COD	DTC_SRC_LIB	1	oui
ORAVAL	DW_PRO_V	Protocole            ( projet GRECOT )	PRO_COD,PRO_LIB,TEC_COL	PRO_COD	PRO_LIB	0	oui
ORAVAL	DW_RSQ_V	nature de risque     ( projet GRECOT )	RSQ_COD,RSQ_LIB,TEC_COL	RSQ_COD	RSQ_LIB	0	oui
ORAVAL	DW_STA_V	état de statut      ( projet GRECOT )	STA_DTL_COD,STA_DTL_LIB,STA_MTF_COD,STA_MTF_LIB,STA_COD,STA_LIB,TEC_COL	STA_DTL_COD	STA_DTL_LIB	3	oui
ORAVAL	EP_CRG_V		GRG_COD,GRG_LIB,ORG_CAI_NUM,ORG_CAI_LIB	GRG_COD	GRG_LIB	63	non
ORAVAL	FC_BSE_V	FDC Table de conversion des organismes de base	ORG_BSE_OLD,ORG_BSE_NEW,ORG_BSE_ORD	ORG_BSE_OLD		48	oui
ORAVAL	FC_CAI_V	FDC Table de conversion des Caisses  ( table organisme )	ORG_CAI_OLD,ORG_CAI_NEW,ORG_CAI_ORD	ORG_CAI_OLD		1	oui
ORAVAL	FC_ORG_V	FDC Table de conversion des organismes fins	ORG_NUM_OLD,ORG_NUM_NEW,ORG_NUM_ORD	ORG_NUM_OLD		1409	non
ORAVAL	FC_TCL_V	FDC Table des Méthodes de Traitement	TCL_VUE_LIB,TCL_MET_COD,TCL_COL_SRC,TCL_COL_CIB	TCL_VUE_LIB		0	oui
ORAVAL	FC_VEX_V	FDC Table d'exclusion des Vues	VEX_EXL_VUE,VEX_INS_VUE	VEX_EXL_VUE		66	non
ORAVAL	GA_CEN_V	Centre de numérisation et de vidéocodage	CPN_CEN_NUM,CPN_CEN_VID,TEC_COL	CPN_CEN_NUM		0	oui
ORAVAL	GA_EDI_V	Code origine édition	CPN_DOC_EDI,CPN_EDI_LIB,TEC_COL	CPN_DOC_EDI	CPN_EDI_LIB	0	oui
ORAVAL	GA_GBE_V	Genre du bénéficiaire	BEN_GEN_COD,BEN_GEN_LIB,TEC_COL	BEN_GEN_COD	BEN_GEN_LIB	0	oui
ORAVAL	GA_INJ_V	Numéro de coupon d'injection	CPN_INJ_NUM,CPN_INJ_LIB,TEC_COL	CPN_INJ_NUM	CPN_INJ_LIB	0	oui
ORAVAL	GA_TNI_V	Top NIR fictif	BEN_FIC_NIR,BEN_FIC_LIB,TEC_COL	BEN_FIC_NIR	BEN_FIC_LIB	0	oui
ORAVAL	GA_UVA_V	Code usine vaccin	VCC_USI_COD,VCC_USI_LIB,TEC_COL	VCC_USI_COD	VCC_USI_LIB	0	oui
ORAVAL	IR_ACC_V	Indication accident	ACC_PRS_IND,ACC_PRS_LIB,TEC_COL	ACC_PRS_IND	ACC_PRS_LIB	0	oui
ORAVAL	IR_ACH_V	Type d'acheminement des flux	DCT_FLX_ACH,FLX_ACH_LIB,TEC_COL	DCT_FLX_ACH	FLX_ACH_LIB	0	oui
ORAVAL	IR_ACO_V	Codes ACOSS	ORG_ACO_COD,ORG_ACO_LIB,TEC_COL	ORG_ACO_COD	ORG_ACO_LIB	2	oui
ORAVAL	IR_ACT_V	Nature d'Activité (Non Médecins)	PFS_ACT_NAT,PFS_ACT_CAT,ACT_POS,ACT_NAT_LIB,SPE_LIB_SNI,TEC_COL	PFS_ACT_NAT	ACT_NAT_LIB	1	oui
ORAVAL	IR_AFT_V	Type d'Affinage pour Regroupements TANDEM	TDM_NAT_AFF,NAT_AFF_LIB,TEC_COL	TDM_NAT_AFF	NAT_AFF_LIB	0	oui
ORAVAL	IR_AGE_V	Age	AGE_COD,AGE_INS_LIB,AGE_PS5_COD,AGE_SEP_COD,AGE_TRC_SPS,VIC_ACC_TRA,AGE_AMO,LIB_AMO,TEC_COL	AGE_COD	AGE_INS_LIB	5	oui
ORAVAL	IR_ALD_V	Table des codes ALD030	ALD_030_COD,ALD_030_LIB,ALD_DEC_DAT,TEC_COL	ALD_030_COD	ALD_030_LIB	2	oui
ORAVAL	IR_AMA_V	Tranche d'âge	AMA_AGE_COD,AMA_NRS_TOP,AMA_AGE_LIB,TEC_COL	AMA_AGE_COD	AMA_AGE_LIB	2	oui
ORAVAL	IR_ANC_V	Type de remboursement	CPL_ANO_COD,CPL_ANO_LIB,TEC_COL	CPL_ANO_COD	CPL_ANO_LIB	1	oui
ORAVAL	IR_ANN_V	Table des années	DTE_ANN,TEC_COL	DTE_ANN		1	oui
ORAVAL	IR_APS_V	Tranche d'Age PS5	AGE_PS5_COD,AGE_PS5_LIB,TEC_COL	AGE_PS5_COD	AGE_PS5_LIB	0	oui
ORAVAL	IR_ARC_V	Options Archivage	ARC_COD,ARC_LIB,TEC_COL	ARC_COD	ARC_LIB	0	oui
ORAVAL	IR_ASN_V	Tranche d'Age SNIREP	AGE_SEP_COD,AGE_SEP_LIB,TEC_COL	AGE_SEP_COD	AGE_SEP_LIB	0	oui
ORAVAL	IR_ASS_V	Table ASSONP	ASS_ASS_COD,ASS_COD_LIB,TEC_COL	ASS_ASS_COD	ASS_COD_LIB	0	oui
ORAVAL	IR_ASU_V	Nature d'Assurance	ASU_NAT,ASU_NAT_CB2,ASU_NAT_LIB,ASU_GES_TYP,ASU_GES_LIB,TEC_COL	ASU_NAT	ASU_NAT_LIB	0	oui
ORAVAL	IR_ATT_V	Nature d'Accident du Travail	ATT_NAT,ATT_NAT_LIB,TEC_COL	ATT_NAT	ATT_NAT_LIB	0	oui
ORAVAL	IR_BAC_V	Top bénéficiaire ACS	TOP_DRT_COD,TOP_DRT_LIB,TEC_COL	TOP_DRT_COD	TOP_DRT_LIB	0	oui
ORAVAL	IR_BCM_V	Top bénéficiaire CMU C	TOP_BEN_COD,TOP_BEN_LIB,TEC_COL	TOP_BEN_COD	TOP_BEN_LIB	0	oui
ORAVAL	IR_BEN_V	Contexte bénéficiaire	BEN_COD,BEN_LIB,TEC_COL	BEN_COD	BEN_LIB	0	oui
ORAVAL	IR_BEQ_V	Qualité de Bénéficiaire	BEN_QLT_COD,BEN_QLT_LIB,BEN_QLT_RGT,TEC_COL	BEN_QLT_COD	BEN_QLT_LIB	0	oui
ORAVAL	IR_BER_V	Rang Gémellaire Bénéficiaire	BEN_RNG_GEM,BEN_RNG_LIB,TEC_COL	BEN_RNG_GEM	BEN_RNG_LIB	0	oui
ORAVAL	IR_BIO_INT_V		BIO_PRS_IDE	BIO_PRS_IDE		0	oui
ORAVAL	IR_BRA_V	Branche Comptable	CPT_BRA_CHE,BRA_CHE_LIB,TEC_COL	CPT_BRA_CHE	BRA_CHE_LIB	0	oui
ORAVAL	IR_BRG_V	Libellés regroupés BEQ	BEN_QLT_RGT,BEN_QLT_LIB,TEC_COL	BEN_QLT_RGT	BEN_QLT_LIB	0	oui
ORAVAL	IR_C2S_V	Type C2S	BEN_C2S_TYP,BEN_C2S_LIB,TEC_COL	BEN_C2S_TYP	BEN_C2S_LIB	0	oui
ORAVAL	IR_CAC_V	Catégorie d'Activité PS	PFS_ACT_CAT,ACT_CAT_LIB,TEC_COL	PFS_ACT_CAT	ACT_CAT_LIB	0	oui
ORAVAL	IR_CAE_DEP_C	Compatibilité Catégorie PS Exécutant / Qualificatif Dépense	DPN_QLF,PFS_CAT_COD	DPN_QLF		0	oui
ORAVAL	IR_CAF_V		PRS_AFF_TYP,PRS_AFF_LIB,TEC_COL	PRS_AFF_TYP	PRS_AFF_LIB	0	oui
ORAVAL	IR_CAI_V	Caisse - Organisme de base	ORG_BSE_NUM,ORG_CAI_NUM,ORG_CAI_LIB,PIV_CAI_TOP,ORG_CAI_TYP,TEC_COL	ORG_BSE_NUM	ORG_CAI_LIB	105	non
ORAVAL	IR_CAT_V	Catégorie Professionnel de Santé	PFS_CAT_COD,PFS_CAT_LIB,CAT_LIB_SNI,TEC_COL	PFS_CAT_COD	PFS_CAT_LIB	0	oui
ORAVAL	IR_CBI_V	Catégorie de Bénéficiaire (Invalidité et Rentes AT)	BEN_IAT_CAT,IAT_CAT_LIB,TEC_COL	BEN_IAT_CAT	IAT_CAT_LIB	1	oui
ORAVAL	IR_CCA_V	Codes compléments associés	CCA_CPL_COD,CCA_CPL_LIB,TEC_COL	CCA_CPL_COD	CCA_CPL_LIB	0	oui
ORAVAL	IR_CCI_V	Table des catégories de codes CIM	CAT_CIM_COD,CAT_CIM_LIB,TEC_COL	CAT_CIM_COD	CAT_CIM_LIB	113	non
ORAVAL	IR_CE1_V	Regroupement 1 des Catégories d'établissement	ETB_CAT_RG1,ETB_CAT_RG2,ETB_CR1_LIB,TEC_COL	ETB_CAT_RG1	ETB_CR1_LIB	2	oui
ORAVAL	IR_CE2_V	Regroupement 2 des Catégories d'établissement	ETB_CAT_RG2,ETB_CAT_RG3,ETB_CR2_LIB,TEC_COL	ETB_CAT_RG2	ETB_CR2_LIB	0	oui
ORAVAL	IR_CE3_V	Regroupement 3 des Catégories d'établissement	ETB_CAT_RG3,ETB_CR3_LIB,TEC_COL	ETB_CAT_RG3	ETB_CR3_LIB	0	oui
ORAVAL	IR_CEE_V	Table CTI ERSM ELSM	CTI_NUM,LSM_COD,RSM_COD,TEC_COL	LSM_COD		1	oui
ORAVAL	IR_CER_V	niveau de certification	TRS_DIS_NIV,DIS_NIV_LIB,TEC_COL	TRS_DIS_NIV	DIS_NIV_LIB	0	oui
ORAVAL	IR_CET_D	Catégorie d'établissement (Dénormalisée)	ETB_CAT_COD,ETB_CAT_LIB,ETB_CAT_RG1,ETB_CR1_LIB,ETB_CAT_RG2,ETB_CR2_LIB,ETB_CAT_RG3,ETB_CR3_LIB	ETB_CAT_COD	ETB_CAT_LIB	28	oui
ORAVAL	IR_CET_V	Catégorie d'établissement	ETB_CAT_COD,ETB_CAT_RG1,ETB_CAT_LIB,TEC_COL	ETB_CAT_COD	ETB_CAT_LIB	7	oui
ORAVAL	IR_CIA_V	Catégorie Affinée de Pension d'Invalidité	AFF_PEN_CAT,INV_PEN_CAT,AFF_PEN_LIB,TEC_COL	AFF_PEN_CAT	AFF_PEN_LIB	1	oui
ORAVAL	IR_CII_V	Centre de Traitement Informatique Informationnel (CTII)	CTI_INF_NUM,CTI_INF_LIB,TEC_COL	CTI_INF_NUM	CTI_INF_LIB	0	oui
ORAVAL	IR_CIM_V	Tables de codes CIM10 ( MAJ à contrôler )	CIM_COD,CIM_LIB,ALD_030_COD,CAT_CIM_COD,VER_CPT_COD,VER_CPT_DTE,CAT_TUM_COD,TEC_COL	CIM_COD	CIM_LIB	1763	non
ORAVAL	IR_CIP_V	Table des classes thérapeutiques ATC par code CIP	PHA_PRS_IDE,PHA_ATC_CLA,GRP_GRP_COD,TEC_COL	PHA_PRS_IDE		145	non
ORAVAL	IR_CIV_V	Catégorie de Pension d'Invalidité	INV_PEN_CAT,INV_PEN_LIB,TEC_COL	INV_PEN_CAT	INV_PEN_LIB	0	oui
ORAVAL	IR_CLC_V	Code Libellé de Contrôle	DCT_CTL_COD,CTL_COD_LIB,TEC_COL	DCT_CTL_COD	CTL_COD_LIB	1	oui
ORAVAL	IR_CMD_V	Regroupement GHS	GHS_CMD,CMD_LIB,TEC_COL	GHS_CMD	CMD_LIB	1	oui
ORAVAL	IR_CMF_V	Regroupement Postes Comptables CMU / Participation / Forfait	CPT_CMF_COD,CPT_CMF_LIB,TEC_COL	CPT_CMF_COD	CPT_CMF_LIB	0	oui
ORAVAL	IR_CMH_V	Regroupement de Postes Comptables CMU / Hono / Optiq / Soin / Frais	CPT_CMH_COD,CPT_CMF_COD,CPT_CMH_LIB,TEC_COL	CPT_CMH_COD	CPT_CMH_LIB	0	oui
