dossier	nomenclature	libelle	colonnes	colonne_code	colonne_libelle	taille_ko	valeurs_embarquees
ORAREF	NT_RMO		LPR_PRS_IDE,LPR_REF_MED	LPR_PRS_IDE		0	oui
ORAREF	NT_TRA_V		CODE_LPP,TSCODE1,TSLIB1,TSCODE2,TSLIB2,TSCODE3,TSLIB3	CODE_LPP	TSLIB3	2840	non
ORAREF	NT_VER		LPV_TRT_DAT,LPV_TRT_NRO,LPV_FIC_TYP,LPV_MON_TYP	LPV_TRT_DAT		20	oui
ORAREF	NU_CTV_R		UCD_TAU_COD,TVA_COE_DTE,UCD_HIS_DTF,TVA_VAL_COE	UCD_TAU_COD	TVA_COE_DTE	0	oui
ORAREF	NU_CTX_R		UCD_TAU_COD,TAU_VAL_DTE,UCD_HIS_DTF,UCD_REM_TAU	UCD_TAU_COD	TAU_VAL_DTE	0	oui
ORAREF	NU_EMI_R		EMI_TAU_COD,TAU_VAL_DTE,UCD_HIS_DTF	EMI_TAU_COD	TAU_VAL_DTE	0	oui
ORAREF	NU_HCO_R		UCD_UCD_COD,HCO_COU_DTD,UCD_LIS_TOP,HCO_COU_DTF,UCD_DOC_DTE,UCD_DOC_LIB	UCD_UCD_COD	UCD_DOC_LIB	26	oui
ORAREF	NU_HET_R		UCD_UCD_COD,ETB_TOP_DTE,UCD_LIS_TOP,IDE_ETA_TYP,ETB_TOP_DTF,UCD_DOC_DTE,UCD_DOC_LIB	UCD_UCD_COD	UCD_DOC_LIB	271	non
ORAREF	NU_HMA_R		UCD_UCD_COD,UCD_HIS_DTE,UCD_LIS_TOP,CTO_MJR_NUM,CTO_MJR_COE,UCD_DOC_DTE,UCD_DOC_LIB	UCD_UCD_COD	UCD_DOC_LIB	1626	non
ORAREF	NU_HTA_R		UCD_UCD_COD,UCD_HIS_DTE,UCD_LIS_TOP,UCD_HTA_PRI,UCD_TTC_PRI,UCD_FAC_TOP,UCD_MRG_TYP,UCD_MRG_COD,MRG_TTC_MNT,UCD_DOC_DTE,UCD_DOC_LIB	UCD_UCD_COD	UCD_DOC_LIB	1136	non
ORAREF	NU_HTX_R		UCD_UCD_COD,UCD_HIS_DTE,UCD_LIS_TOP,UCD_TAU_COD,UCD_REM_TAU,UCD_DOC_DTE,UCD_DOC_LIB	UCD_UCD_COD	UCD_DOC_LIB	199	non
ORAREF	NU_HVA_R		UCD_UCD_COD,UCD_INS_DTD,UCD_INS_DTF,UCD_LIS_TOP,UCD_DOC_DTE,UCD_DOC_LIB,INS_MTF_LIB	UCD_UCD_COD	UCD_DOC_LIB	378	non
ORAREF	NU_ITE_R		UCD_UCD_COD,UCD_ETA_COD,RSV_HOS_COD,PRE_HOS_COD,PHA_MED_PIH,UCD_SVP_COD,UCD_PSP_TOP,UCD_SPE_LIB,UCD_RCP_LI1,UCD_RCP_LI2,UCD_RCP_LI3,PHA_FRM_COD,PHA_FRM_LIB,PHA_FRC_COD,PHA_FRC_LIB,PHA_SUB_DOS,PHA_DOS_UNI,UCD_VOI_ADM,PHA_ATC_CLA,PHA_ATC_LIB,PHA_EPH_COD,PHA_EPH_LIB,UCD_INS_DTD,UCD_INS_DTF,UCD_LIS_TOP,INS_MTF_LIB	UCD_UCD_COD	UCD_SPE_LIB	800	non
ORAREF	NU_MPO_R		MRG_HTA_COD,MPO_DAT_DTD,UCD_HIS_DTF,MRG_HTA_PRC	MRG_HTA_COD	MPO_DAT_DTD	0	oui
ORAREF	NU_MTT_R		MRG_TTC_MNT,MRG_PRC_DTE,UCD_HIS_DTF	MRG_TTC_MNT	MRG_PRC_DTE	0	oui
ORAREF	NU_NPR_R		UCD_TAU_COD,PRS_TAU_DTE,UCD_HIS_DTF,NPR_PRS_NAT	UCD_TAU_COD	PRS_TAU_DTE	0	oui
ORAREF	NU_SIG_T		CHG_FIC_DTE,UCD_UCD_COD,TMP_TYP_ENR,TMP_RUB_ENR,TMP_SEQ_ENR,UCD_CHP_NOM,UCD_NTE_DAT,UCD_CTL_TBL	UCD_UCD_COD	UCD_CHP_NOM	300	non
ORAREF	NU_UCD_R	Unité Commune de Dispensation, médicaments rares en hospitalier, (codes cip7)	UCD_UCD_COD,UCD_PCD_COD,UCD_SVT_COD,UCD_INS_TOP,UCD_LAB_NOM,UCD_DOC_DTE,UCD_DOC_LIB,UCD_DER_MAJ,UCD_DSN_LIB,UCD_CND_LIB,UCD_OBS_LIB	UCD_UCD_COD	UCD_CND_LIB	265	non
ORAREF	NU_VER_R		VER_NUM,CRE_FIC_DTE,CHG_FIC_DTE,UCD_ENT_NBR	VER_NUM	CRE_FIC_DTE	0	oui
ORAREF	XC_AAE_CSP_C		AAE_COD,AAE_DTM,CSP_COD	AAE_COD	AAE_DTM	4733	non
ORAREF	XC_AAE_EXT_C		AAE_COD,EXT_COD	AAE_COD		0	oui
ORAREF	XC_AAE_R		AAE_COD,AAE_DTM,ACT_COD,ACT_DTM,ATE_COD,ACT_RGP_COD,ACT_MED_CAT	AAE_COD	AAE_DTM	9309	non
ORAREF	XC_AAP_DOM_R		AAP_COD,AAP_DTM,DOM_COD,AAP_DOM_MJO	AAP_COD	AAP_DTM	22782	non
ORAREF	XC_AAP_R		AAP_COD,AAP_DTM,AAE_COD,AAE_DTM,OEV_COD,OEV_DTE,MOP_COD,PHA_COD,AAP_SEA_NBR,AAP_COE,AAP_CAB_SUP,AAP_DEN_NBR,AAP_AGE_MIN,AAP_AGE_MAX,AAP_MED_SCR,AAP_PRI	AAP_COD	AAP_DTM	16355	non
ORAREF	XC_ACT_ACT_C		ACT_COD,ACT_DTM,ACT_ICP_COD,ACT_ICP_DTM	ACT_COD	ACT_DTM	4723	non
ORAREF	XC_ACT_ASS_C		ACT_COD,ASS_COD	ACT_COD		364	non
ORAREF	XC_ACT_CGE_C		ACT_COD,CGE_COD	ACT_COD		83	non
ORAREF	XC_ACT_CMU_C		ACT_CMU_FFT,ACT_COD,ACT_CMU_DTM	ACT_COD	ACT_CMU_DTM	29	oui
ORAREF	XC_ACT_CSP_C		ACT_COD,ACT_DTMF,CSP_COD	ACT_COD	ACT_DTMF	2888	non
ORAREF	XC_ACT_DEN_C		AAP_COD,DEN_NUM	AAP_COD		204	non
ORAREF	XC_ACT_ETM_R		ACT_COD,ACT_DTM,ETM_COD	ACT_COD	ACT_DTM	2598	non
ORAREF	XC_ACT_FFT_C		ACT_COD,ACT_FFT_DTM,FFT_COD	ACT_COD	ACT_FFT_DTM	44	oui
ORAREF	XC_ACT_R		ACT_COD,ACT_DTM,RCA_COD,DEP_COD,REM_COD,TYP_COD,ACT_STR_COD,ACT_LIB_CRT,ACT_LIB_LNG,ACT_SEX_COD,ACT_CRE_DTE,ACT_DTF,ACT_ENT_TOP,ACT_EFF_DTE,ACT_ART_DTE,ACT_OFI_DTE,ACT_ARB_ORD,ACT_PDT_COD,ACT_SVT_COD	ACT_COD	ACT_LIB_LNG	23259	non
ORAREF	XC_ANP_R		ANP_COD,ANP_DTD,ANP_LIB,ANP_COE,ANP_DTF,TRF_GRI	ANP_COD	ANP_LIB	9	oui
ORAREF	XC_APF_R		FFT_COD,APF_PRS_COD,APF_DTD,APF_DTF	FFT_COD	APF_DTD	0	oui
ORAREF	XC_ATE_V	Activité associée à l'acte médical	ATE_COD,ATE_LIB	ATE_COD	ATE_LIB	0	oui
ORAREF	XC_CGE_V		CGE_COD,CGE_LIB	CGE_COD	CGE_LIB	0	oui
ORAREF	XC_CMD_V		CMD_COD,CMD_LIB	CMD_COD	CMD_LIB	0	oui
ORAREF	XC_COE_MDF_C		COD_MDF,COE_MDF_DTD,COE_MDF_LIB,COE_VAL,FFT_NUM,COE_MDF_DTF,TRF_GRI	COD_MDF	COE_MDF_LIB	59	non
ORAREF	XC_CSP_V		CSP_COD,CSP_LIB	CSP_COD	CSP_LIB	0	oui
ORAREF	XC_CTB_V		CTB_COD,CTB_LIB	CTB_COD	CTB_LIB	0	oui
ORAREF	XC_CTP_V		CTP_COD,CTP_LIB	CTP_COD	CTP_LIB	2	oui
ORAREF	XC_DEN_V		DEN_NUM,DEN_LIB	DEN_NUM	DEN_LIB	0	oui
ORAREF	XC_DEP_V		DEP_COD,DEP_LIB	DEP_COD	DEP_LIB	0	oui
ORAREF	XC_ETM_R		ETM_DTD,ETM_MTP_SEU,ETM_ANT_SEU,ETM_REU_SEU,ETM_GUY_SEU,ETM_DTF	ETM_DTD		0	oui
ORAREF	XC_ETM_V		ETM_COD,ETM_LIB	ETM_COD	ETM_LIB	0	oui
ORAREF	XC_EXT_V		EXT_COD,EXT_LIB	EXT_COD	EXT_LIB	0	oui
ORAREF	XC_FCC_R		ACT_CMU_FFT,CMU_COD,FCC_DTD,FCC_INC,FCC_DTF	CMU_COD	FCC_DTD	6	oui
ORAREF	XC_FFT_V		FFT_CODI,FFT_LIB	FFT_CODI	FFT_LIB	0	oui
ORAREF	XC_JFE_CAI_C		CAI_COD,JFE_CAI_DTD,JFE_COD,JFE_CAI_DTF,JFE_TYP	CAI_COD	JFE_CAI_DTD	19	oui
ORAREF	XC_LDE_R		LDE_COD,LDE_DTD,LDE_DTF	LDE_COD	LDE_DTD	1	oui
ORAREF	XC_MAA_R		AAE_COD,AAE_DTM,MDF_COD	AAE_COD	AAE_DTM	15403	non
ORAREF	XC_MCR_R		AAE_COD,AAE_DTM,AAE_AAE_ASS,AAE_AAE_DTM,MCR_COD	AAE_COD	AAE_DTM	28920	non
ORAREF	XC_MDF_MDF_C		MDF_COD,MDF_COD_CMP,MDF_CMP_DTD,MDF_CMP_DTF	MDF_COD	MDF_CMP_DTD	15	oui
ORAREF	XC_MOP_R		MOP_COD,MOP_LIB	MOP_COD	MOP_LIB	0	oui
ORAREF	XC_MSI_R		AAP_COD,MSI_ICR,MSI_CLA	AAP_COD		206	non
ORAREF	XC_NOT_ACT_C		ACT_COD,ACT_DTM,NOT_ORD_NUM,NOT_TYP_COD,NOT_TXT,REV_COD	ACT_COD	NOT_TXT	6389	non
ORAREF	XC_NOT_R		NOT_TYP_COD,NOT_TYP_LIB	NOT_TYP_COD	NOT_TYP_LIB	0	oui
ORAREF	XC_PDR_ACT_C		ACT_COD,ACT_DTM,PDR_COD,PDR_DTMF	ACT_COD	ACT_DTM	660	non
ORAREF	XC_PHA_V	Phase de traitement de l'acte médical	PHA_COD,PHA_LIB	PHA_COD	PHA_LIB	0	oui
ORAREF	XC_PUB_R		PUB_AAP,PUB_DTM,TRF_GRI,PUB_PRX	PUB_AAP	PUB_DTM	35941	non
ORAREF	XC_RCA_R		RCA_COD,RCA_RNG,RCA_LIB,RCA_PER_COD	RCA_COD	RCA_LIB	97	non
ORAREF	XC_REM_V		REM_COD,REM_LIB	REM_COD	REM_LIB	0	oui
ORAREF	XC_RGP_V		RGP_COD,RGP_LIB	RGP_COD	RGP_LIB	1	oui
ORAREF	XC_RTF_R		RTF_COD,RTF_DTD,RTF_LIB,RTF_COE,RTF_DTF,TRF_GRI	RTF_COD	RTF_LIB	1	oui
ORAREF	XC_TLC_R		PRS_NAT,TLC_DTD,TLC_DTF,TLC_TOP	PRS_NAT	TLC_DTD	1	oui
ORAREF	XC_TRF_CTX_C		CTP_COD,CTB_COD,TRF_GRI,TRF_CTX_DTD,TRF_CTX_DTF	CTP_COD	TRF_CTX_DTD	19	oui
ORAREF	XC_TRF_R		TRF_GRI,TRF_LIB,TRF_DEF	TRF_GRI	TRF_LIB	0	oui
ORAREF	XC_TYP_R		COD_TYPE,LIBELLE	COD_TYPE	LIBELLE	0	oui
ORAVAL	AT_1IJ_V	Indicateur premier règlement de l'AT	SIN_1IJ_IND,SIN_1IJ_LIB,TEC_COL	SIN_1IJ_IND	SIN_1IJ_LIB	0	oui
ORAVAL	AT_AAT_V	Nature de l'arrêt de travail	AAT_NAT_COD,AAT_NAT_LIB,TEC_COL	AAT_NAT_COD	AAT_NAT_LIB	0	oui
ORAVAL	AT_ACC_V	Accord personne accompagnante	CUR_ACC_TOP,CUR_ACC_LIB,TEC_COL	CUR_ACC_TOP	CUR_ACC_LIB	0	oui
ORAVAL	AT_AGE_COU_C	actes de gestion et types de courrier associés	AGE_COD,COU_COD	AGE_COD		34	oui
ORAVAL	AT_AGE_V	actes de gestion ( MAJ à contrôler, parmi 58 tables Orphée)	AGE_COD,AGE_LIB,TEC_COL	AGE_COD	AGE_LIB	61	non
ORAVAL	AT_ALI_V	code Alinéa : regroupement des codes natures AT	ATT_ALI_COD,ATT_ALI_LIB,TEC_COL	ATT_ALI_COD	ATT_ALI_LIB	0	oui
ORAVAL	AT_AMA_V	Agent matériel de la déviation 1 & 2	AMA_DVI_COD,AMA_DVI_LIB,TEC_COL	AMA_DVI_COD	AMA_DVI_LIB	15	oui
ORAVAL	AT_AMD_V		AMD_DVI_COD,AMD_DVI_LIB,TEC_COL	AMD_DVI_COD	AMD_DVI_LIB	0	oui
ORAVAL	AT_ANC_V	Ancienneté de l accidenté lors de l  AT	VIC_ANC_COD,VIC_ANC_LIB,TEC_COL	VIC_ANC_COD	VIC_ANC_LIB	0	oui
ORAVAL	AT_APP_V	nature de l'appareillage	APP_APP_COD,APP_APP_LIB,TEC_COL	APP_APP_COD	APP_APP_LIB	0	oui
ORAVAL	AT_ASP_V	Activité spécifique	ASP_APS_COD,ASP_APS_LIB,TEC_COL	ASP_APS_COD	ASP_APS_LIB	2	oui
ORAVAL	AT_ATP_V	Profession de la victime d'un AT (version 212 SGE)	ATP_COD_PRF,ATP_LIB_PRF,TEC_COL	ATP_COD_PRF	ATP_LIB_PRF	2	oui
ORAVAL	AT_ATY_V	TOP employeur atypique	EMP_ATY_TOP,EMP_ATY_LIB,TEC_COL	EMP_ATY_TOP	EMP_ATY_LIB	0	oui
ORAVAL	AT_AVI_V	nature décision avis	AVI_NAT_DEC,AVI_NAT_LIB,TEC_COL	AVI_NAT_DEC	AVI_NAT_LIB	0	oui
ORAVAL	AT_BAT_V	code Batellerie	SEE_BAT_FOR,BAT_FOR_LIB,BAT_GRP_COD,TEC_COL	SEE_BAT_FOR	BAT_FOR_LIB	0	oui
ORAVAL	AT_BDO_V	TOP création BDO	VIC_BDO_TOP,VIC_BDO_LIB,TEC_COL	VIC_BDO_TOP	VIC_BDO_LIB	0	oui
ORAVAL	AT_BEN_V	TOP AT bénin	SIN_TOP_BEN,SIN_TOP_LIB,TEC_COL	SIN_TOP_BEN	SIN_TOP_LIB	0	oui
ORAVAL	AT_BUR_V	code Bureau	SEE_BUR_NUM,SEE_BUR_LIB,TEC_COL	SEE_BUR_NUM	SEE_BUR_LIB	0	oui
ORAVAL	AT_BUT_V	Butoirs de Tarification	SEE_TRF_BUT,BUT_TAR_LIB,TEC_COL	SEE_TRF_BUT	BUT_TAR_LIB	0	oui
ORAVAL	AT_CAR_V	CARSAT  ( version 11 Orphée)	EMP_CAR_SAT,EMP_CNA_COD,EMP_CAR_LIB,TEC_COL	EMP_CAR_SAT	EMP_CAR_LIB	0	oui
ORAVAL	AT_CAT_V	Catégorie de Tarification	SEE_TRF_CAT,SEE_CAT_LIB,TEC_COL	SEE_TRF_CAT	SEE_CAT_LIB	0	oui
ORAVAL	AT_CAU_V	MP - agent CAUsal	SIN_CAU_AGT,SIN_CAU_LIB,TEC_COL	SIN_CAU_AGT	SIN_CAU_LIB	199	non
ORAVAL	AT_CHS_V	code présence d un CHSCT	ETA_CHT_COD,ETA_CHT_LIB,TEC_COL	ETA_CHT_COD	ETA_CHT_LIB	0	oui
ORAVAL	AT_CIJ_V	Classes du nombre de jours d IJ	JIJ_CLA_COD,JIJ_CLA_LIB,TEC_COL	JIJ_CLA_COD	JIJ_CLA_LIB	0	oui
ORAVAL	AT_CJU_V	Contestation juridique ( Eurydice )	CON_JUR_SAI,CON_JUR_LIB,TEC_COL	CON_JUR_SAI	CON_JUR_LIB	0	oui
ORAVAL	AT_CMI_V	TOP lien CM	LES_CMI_TOP,LES_CMI_LIB,TEC_COL	LES_CMI_TOP	LES_CMI_LIB	0	oui
ORAVAL	AT_CNT_V	Contexte des lésions	CNT_LES_COD,CNT_LES_LIB,TEC_COL	CNT_LES_COD	CNT_LES_LIB	0	oui
ORAVAL	AT_CON_V	type de contestation (juridiction). ( Orphée  V11)	CTX_TYP_CTN,CTX_TYP_LIB,TEC_COL	CTX_TYP_CTN	CTX_TYP_LIB	0	oui
ORAVAL	AT_COU_V	types de courrier associé	COU_COD,COU_LIB,TEC_COL	COU_COD	COU_LIB	44	oui
ORAVAL	AT_CPD_V	MP - Catégorie De Produit	SIN_CAT_PRD,PDT_CAT_LIB,TEC_COL	SIN_CAT_PRD	PDT_CAT_LIB	4	oui
ORAVAL	AT_CRE_V	Code de reconnaissance MP	RAT_MPL_ALI,RAT_MLP_LIB,TEC_COL	RAT_MPL_ALI	RAT_MLP_LIB	0	oui
ORAVAL	AT_CTN_V	code CTN	SEE_CTN_NUM,SEE_CTN_LIB,TEC_COL	SEE_CTN_NUM	SEE_CTN_LIB	0	oui
ORAVAL	AT_CTS_V	nature de la décision de contestation	CTX_NAT_DEC,CTX_NAT_LIB,TEC_COL	CTX_NAT_DEC	CTX_NAT_LIB	0	oui
ORAVAL	AT_DAT_V	IDAT (O/N)  TOP DAT	SIN_INT_DAT,SIN_INT_LIB,TEC_COL	SIN_INT_DAT	SIN_INT_LIB	0	oui
ORAVAL	AT_DCD_V	indicateur de Décès consécutif au sinistre	SIN_DCD_IND,DCD_LIB,TEC_COL	SIN_DCD_IND	DCD_LIB	0	oui
ORAVAL	AT_DEC_V	décision recours contre tiers ( code alpha ) ( version 11 Orphée)	SIN_DEC_RCT,RCT_DEC_LIB,TEC_COL	SIN_DEC_RCT	RCT_DEC_LIB	0	oui
ORAVAL	AT_DEX_V	code Durée d Exposition	SIN_EXP_DUR,SIN_EXP_LIB,TEC_COL	SIN_EXP_DUR	SIN_EXP_LIB	0	oui
ORAVAL	AT_DMF_V	nature de la Décision Médicale Finale	DMF_DEC_COD,DMF_DEC_PGS,TEC_COL	DMF_DEC_COD	DMF_DEC_PGS	0	oui
ORAVAL	AT_DMT_V	Discipline Médico-Tarifaire	HOS_DMT_COD,HOS_DMT_LIB,TEC_COL	HOS_DMT_COD	HOS_DMT_LIB	16	oui
ORAVAL	AT_DOS_V	état du dossier ( code alpha )  ( version 11 Orphée)	SIN_ETA_MAT,SIN_ETA_LIB,TEC_COL	SIN_ETA_MAT	SIN_ETA_LIB	0	oui
ORAVAL	AT_DPS_V	Détail de la pièce saisie	REV_IPR_DET,RAT_IPR_LIB,TEC_COL	REV_IPR_DET	RAT_IPR_LIB	0	oui
ORAVAL	AT_DPT_V	département  ( version 11 Orphée)	DPT_COD,DPT_LIB,TEC_COL	DPT_COD	DPT_LIB	1	oui
ORAVAL	AT_DTA_V	TOP DAT tardive (O/N)	SIN_OLD_DAT,SIN_OLD_LIB,TEC_COL	SIN_OLD_DAT	SIN_OLD_LIB	0	oui
ORAVAL	AT_DVI_V	Déviation	DVI_LES_COD,DVI_LES_LIB,TEC_COL	DVI_LES_COD	DVI_LES_LIB	3	oui
ORAVAL	AT_EDO_V	Etat du Dossier  ( code numérique ) ( Eurydice )	RAT_DOS_ETA,DOS_ETA_LIB,TEC_COL	RAT_DOS_ETA	DOS_ETA_LIB	0	oui
ORAVAL	AT_ELD_V	Elément matériel  Détaillé   ou précis	ATT_ELE_MAT,ATT_ELD_MAT,ATT_ELP_MAT,ATT_ELD_LIB,TEC_COL	ATT_ELE_MAT	ATT_ELD_LIB	23	oui
ORAVAL	AT_ELM_V	Elément Matériel principal	ATT_ELE_MAT,ATT_ELE_LIB,ATT_ELE_LBC,TEC_COL	ATT_ELE_MAT	ATT_ELE_LIB	3	oui
ORAVAL	AT_EMP_V	Gestion par employeur	EMP_EMP_GES,EMP_EMP_LIB,TEC_COL	EMP_EMP_GES	EMP_EMP_LIB	0	oui
ORAVAL	AT_EPI_V	nature de l Episode	EPI_NAT_COD,EPI_NAT_LIB,TEC_COL	EPI_NAT_COD	EPI_NAT_LIB	0	oui
ORAVAL	AT_FAT_V	Famille des AT	FAT_FAM_COD,FAT_FAM_LIB,TEC_COL	FAT_FAM_COD	FAT_FAM_LIB	1	oui
ORAVAL	AT_FJU_V	Formes juridiques	ETB_FJU_COD,ETB_FJU_LBC,ETB_FJU_LIB,TEC_COL	ETB_FJU_COD	ETB_FJU_LIB	13	oui
ORAVAL	AT_HIS_V	Reprise d'historique (Import)	SIN_HIS_REP,SIN_HIS_LIB,TEC_COL	SIN_HIS_REP	SIN_HIS_LIB	0	oui
ORAVAL	AT_HOS_V	TOP Hospitalisation	CUR_TOP_HOS,CUR_TOP_LIB,TEC_COL	CUR_TOP_HOS	CUR_TOP_LIB	0	oui
ORAVAL	AT_HRE_V	Heure de l accident	SIN_ATT_HRE,ATT_HRE_LIB,TEC_COL	SIN_ATT_HRE	ATT_HRE_LIB	0	oui
ORAVAL	AT_IPR_V	Regroupements des taux d IPP - DM ATMP	TA3_RGP_COD,TA3_RGP_LIB,TEC_COL	TA3_RGP_COD	TA3_RGP_LIB	0	oui
ORAVAL	AT_IRT_V	Indicateur Rente / indemnité en capital	PCE_RIC_IND,RIC_IND_LIB,TEC_COL	PCE_RIC_IND	RIC_IND_LIB	0	oui
ORAVAL	AT_ITI_V	Indicateur ITI (Indemnité Temporaire d'Inaptitude)	RAT_ITI_IND,RAT_ITI_LIB,TEC_COL	RAT_ITI_IND	RAT_ITI_LIB	0	oui
ORAVAL	AT_IVA_V	Indicateur de Validation ( AT ou section )	SEE_COR_COD,SEE_COR_LIB,TEC_COL	SEE_COR_COD	SEE_COR_LIB	0	oui
ORAVAL	AT_JIJ_V	nb de Jours IJ avec tranche	JIJ_NBR_COD,JIJ_CLA_COD,JIJ_NBR_LIB,TEC_COL	JIJ_NBR_COD	JIJ_NBR_LIB	105	non
ORAVAL	AT_JOU_V	Jours  - DM ATMP	SIN_ATT_JOU,ATT_JOU_LIB,TEC_COL	SIN_ATT_JOU	ATT_JOU_LIB	0	oui
ORAVAL	AT_LAT_V	Code lieu	ATP_COD_PRF,ATP_LIB_PRF,TEC_COL	ATP_COD_PRF	ATP_LIB_PRF	0	oui
ORAVAL	AT_LES_V	nature de la lésion ( version 11 Orphée) en CHAR(10)	LES_NAT_COD,LES_NAT_LIB,TEC_COL	LES_NAT_COD	LES_NAT_LIB	1	oui
ORAVAL	AT_LIC_V	Reclassement ou licenciement	ITI_REC_LIC,ITI_REC_LIB,TEC_COL	ITI_REC_LIC	ITI_REC_LIB	0	oui
ORAVAL	AT_LIE_V	Lieu de l accident	SIN_LIE_COD,SIN_LIE_LIB,TEC_COL	SIN_LIE_COD	SIN_LIE_LIB	0	oui
ORAVAL	AT_LSN_V	Nature des lésions (version 212 SGE)  en CHAR(3)	LSN_LES_COD,LSN_LES_LIB,TEC_COL	LSN_LES_COD	LSN_LES_LIB	1	oui
ORAVAL	AT_MAM_V	Code motif alineas MP	ATM_MTF_COD,ATM_MTF_LIB,TEC_COL	ATM_MTF_COD	ATM_MTF_LIB	0	oui
ORAVAL	AT_MDL_V	Contact ou modalité de la blessure	MDL_BLE_COD,MDL_BLE_LIB,TEC_COL	MDL_BLE_COD	MDL_BLE_LIB	3	oui
ORAVAL	AT_MET_V	profession en AT et MP ( version 11 Orphée) en CHAR(10) ( MAJ à contrôler, parmi 58 tables Orphée)	SIN_ACT_COD,SIN_ACT_LIB,SIN_ACT_TYP,TEC_COL	SIN_ACT_COD	SIN_ACT_LIB	45	oui
ORAVAL	AT_MLP_V	numéro de MP tableau - numéro de MP  bis ter -syndrome localisation - syndrome code pathologie	SIN_MLP_TAB,SIN_MLP_BTR,SIN_SYN_LOP,SIN_SYN_PAT,SIN_MLP_LIB,TEC_COL	SIN_MLP_TAB	SIN_MLP_LIB	59	non
ORAVAL	AT_MLT_V	numéro de MP tableau - numéro de MP  bis ter	SIN_MLP_TAB,SIN_MLP_BTR,MLP_TAB_LIB,MLP_TAB_LBC,TEC_COL	SIN_MLP_TAB	MLP_TAB_LIB	18	oui
ORAVAL	AT_MOD_V	Mode de tarification de la section	SEE_TRF_MOD,SEE_MOD_LIB,TEC_COL	SEE_TRF_MOD	SEE_MOD_LIB	0	oui
ORAVAL	AT_MOI_V	Mois - DM ATMP	ATT_MOI,ATT_MOI_LIB,TEC_COL	ATT_MOI	ATT_MOI_LIB	0	oui
ORAVAL	AT_MOT_V	motif de la contestation	CTX_MOT_CTN,CTX_MOT_LIB,TEC_COL	CTX_MOT_CTN	CTX_MOT_LIB	0	oui
ORAVAL	AT_MPP_V	Profession de la victime d'une MP (version 212 SGE)	MPP_COD_PRF,MPP_LIB_PRF,TEC_COL	MPP_COD_PRF	MPP_LIB_PRF	21	oui
ORAVAL	AT_MRC_V	Mode de récupération	RAT_FIE_MOD,RAT_FIE_LIB,TEC_COL	RAT_FIE_MOD	RAT_FIE_LIB	0	oui
ORAVAL	AT_MTP_V	Majoration Tierce Personne	PCE_MAJ_TPE,MAJ_TPE_LIB,TEC_COL	PCE_MAJ_TPE	MAJ_TPE_LIB	0	oui
ORAVAL	AT_MTY_V	TOP codification profession (Ancienne ou nouvelle).	SIN_MET_TYP,SIN_MET_LIB,TEC_COL	SIN_MET_TYP	SIN_MET_LIB	0	oui
ORAVAL	AT_NAB_V	Nature d Assuré Bénéficiaire	BEN_NAT,BEN_NAT_LIB,TEC_COL	BEN_NAT	BEN_NAT_LIB	0	oui
ORAVAL	AT_NAF_V	code NAF	NAF_NAF_COD,NAF_COD_LIB,TEC_COL	NAF_NAF_COD	NAF_COD_LIB	70	non
ORAVAL	AT_NAT_V	code Nationalité	VIC_ATT_NAT,VIC_ATT_OLD,VIC_NAT_LIB,NAT_LIB_OLD,TEC_COL	VIC_ATT_NAT	VIC_NAT_LIB	0	oui
ORAVAL	AT_NCT_V	Code nature élément contesté	CON_ELT_NAT,CON_ELT_LIB,TEC_COL	CON_ELT_NAT	CON_ELT_LIB	0	oui
ORAVAL	AT_NEC_V	code élément contesté	NEC_ELE_COD,NEC_ELE_LIB,TEC_COL	NEC_ELE_COD	NEC_ELE_LIB	0	oui
ORAVAL	AT_NLS_V	Nature des Lésions  en CHAR(2)  ( version 1 )	ATT_LES_NAT,ATT_LES_LIB,TEC_COL	ATT_LES_NAT	ATT_LES_LIB	0	oui
ORAVAL	AT_NNI_V	TOP NIR ou NNP de la victime ( code alpha ) ( version 11 Orphée)	VIC_NNI_NIR,VIC_NNI_LIB,TEC_COL	VIC_NNI_NIR	VIC_NNI_LIB	0	oui
ORAVAL	AT_NNP_V	TOP NIR ou NNP de la victime ( code numérique ) ( version 11 Orphée)	VIC_NIR_NNP,VIC_NIR_LIB,TEC_COL	VIC_NIR_NNP	VIC_NIR_LIB	0	oui
ORAVAL	AT_NOT_V	TOP notification	EMP_NOT_TOP,EMP_NOT_LIB,TEC_COL	EMP_NOT_TOP	EMP_NOT_LIB	0	oui
ORAVAL	AT_NOU_V	TOP codification (ancienne ou nouvelle)	LES_COD_TOP,LES_COD_LIB,TEC_COL	LES_COD_TOP	LES_COD_LIB	0	oui
ORAVAL	AT_NRQ_V	Nature requérant	CON_REQ_NAT,CON_REQ_LIB,TEC_COL	CON_REQ_NAT	CON_REQ_LIB	0	oui
ORAVAL	AT_NSE_V	Nature du cotisant ( section ou autre )	SEE_COT_NAT,COT_NAT_LIB,COT_CGL_COD,TEC_COL	SEE_COT_NAT	COT_NAT_LIB	0	oui
ORAVAL	AT_NTU_V	code Nature de l accident	SIN_NAT_COD,SIN_NAT_LIB,ATT_NAT,TEC_COL	SIN_NAT_COD	SIN_NAT_LIB	0	oui
ORAVAL	AT_OCT_V	origine de la contestation	CTX_ORI_CTN,CTX_ORI_LIB,TEC_COL	CTX_ORI_CTN	CTX_ORI_LIB	0	oui
