categorie;table;libelle;chemin
"VALEUR";"IR_DIS_V";"utilisation du distancier";"Kwikly/VALEUR/IR_DIS_V.html"
"VALEUR";"IR_DPT_DGP_V";"Département (2 caractères)";"Kwikly/VALEUR/IR_DPT_DGP_V.html"
"VALEUR";"IR_DPT_V";"";"Kwikly/VALEUR/IR_DPT_V.html"
"VALEUR";"IR_DRA_V";"Nature de Destinataire du Règlement Affiné";"Kwikly/VALEUR/IR_DRA_V.html"
"VALEUR";"IR_DRG_V";"Nature de Destinataire du Règlement";"Kwikly/VALEUR/IR_DRG_V.html"
"VALEUR";"IR_DSP_V";"Droits Spécifiques";"Kwikly/VALEUR/IR_DSP_V.html"
"VALEUR";"IR_DTE_V";"Période Civile Journalière";"Kwikly/VALEUR/IR_DTE_V.html"
"VALEUR";"IR_DTR_V";"Codes Détail Transport";"Kwikly/VALEUR/IR_DTR_V.html"
"VALEUR";"IR_EIN_V";"Etat de pension d'invalidité";"Kwikly/VALEUR/IR_EIN_V.html"
"VALEUR";"IR_EMF_V";"Table des Emetteurs Fins";"Kwikly/VALEUR/IR_EMF_V.html"
"VALEUR";"IR_ENT_V";"Mode d'Entrée";"Kwikly/VALEUR/IR_ENT_V.html"
"VALEUR";"IR_ENV_V";"Type d'Enveloppe";"Kwikly/VALEUR/IR_ENV_V.html"
"VALEUR";"IR_EPS_V";"Code nature d'exercice du PS";"Kwikly/VALEUR/IR_EPS_V.html"
"VALEUR";"IR_ERG_V";"Regroupement motif exo ticket modérateur";"Kwikly/VALEUR/IR_ERG_V.html"
"VALEUR";"IR_ETM_V";"Nature d'exonération du Ticket Modérateur";"Kwikly/VALEUR/IR_ETM_V.html"
"VALEUR";"IR_EXO_V";"Motif d'exonération du Ticket Modérateur";"Kwikly/VALEUR/IR_EXO_V.html"
"VALEUR";"IR_EXR_V";"Exercice de Rattachement";"Kwikly/VALEUR/IR_EXR_V.html"
"VALEUR";"IR_FJH_V";"Type de Prise en Charge Forfait Journalier";"Kwikly/VALEUR/IR_FJH_V.html"
"VALEUR";"IR_FOR_V";"Forçage du taux";"Kwikly/VALEUR/IR_FOR_V.html"
"VALEUR";"IR_GDE_V";"Grande Discipline de Prestation";"Kwikly/VALEUR/IR_GDE_V.html"
"VALEUR";"IR_GEO_V";"";"Kwikly/VALEUR/IR_GEO_V.html"
"VALEUR";"IR_GES_V";"Gestion Comptable";"Kwikly/VALEUR/IR_GES_V.html"
"VALEUR";"IR_GET_V";"Table des indicateurs de médicaments génériques";"Kwikly/VALEUR/IR_GET_V.html"
"VALEUR";"IR_GHS_V";"Table GHS";"Kwikly/VALEUR/IR_GHS_V.html"
"VALEUR";"IR_GHT_V";"Table GHT";"Kwikly/VALEUR/IR_GHT_V.html"
"VALEUR";"IR_GLF_V";"Grands Postes LFSS";"Kwikly/VALEUR/IR_GLF_V.html"
"VALEUR";"IR_GRG_V";"Grand Régime";"Kwikly/VALEUR/IR_GRG_V.html"
"VALEUR";"IR_GRP_V";"Membre d'un groupe ou d'une association";"Kwikly/VALEUR/IR_GRP_V.html"
"VALEUR";"IR_HAD_V";"HAD en médico social";"Kwikly/VALEUR/IR_HAD_V.html"
"VALEUR";"IR_ICL_V";"Indicateur de Contrôle";"Kwikly/VALEUR/IR_ICL_V.html"
"VALEUR";"IR_INS_V";"Zonage INSEE";"Kwikly/VALEUR/IR_INS_V.html"
"VALEUR";"IR_INT_V";"Type de version interface tiers";"Kwikly/VALEUR/IR_INT_V.html"
"VALEUR";"IR_JDC_V";"Justification des droits AMC";"Kwikly/VALEUR/IR_JDC_V.html"
"VALEUR";"IR_JDO_V";"Justification des droits AMO";"Kwikly/VALEUR/IR_JDO_V.html"
"VALEUR";"IR_LFS_V";"Postes LFSS";"Kwikly/VALEUR/IR_LFS_V.html"
"VALEUR";"IR_LHS_V";"Loi Hospitaliere/Sociale";"Kwikly/VALEUR/IR_LHS_V.html"
"VALEUR";"IR_LIE_V";"lieu d'exécution ( de l'acte médical )";"Kwikly/VALEUR/IR_LIE_V.html"
"VALEUR";"IR_LLD_V";"Regroupement LFSS _ Labo _ Dentistes _ Med _ Para";"Kwikly/VALEUR/IR_LLD_V.html"
"VALEUR";"IR_LOH_V";"Regroupement de Postes LFSS _ ONDAM _ Hors ONDAM";"Kwikly/VALEUR/IR_LOH_V.html"
"VALEUR";"IR_LSM_V";"Tables des codes ELSM";"Kwikly/VALEUR/IR_LSM_V.html"
"VALEUR";"IR_LVE_V";"Regroupement LFSS _ Soins Ville _ Etab _ Autre";"Kwikly/VALEUR/IR_LVE_V.html"
"VALEUR";"IR_MAJ_V";"Type de Majoration";"Kwikly/VALEUR/IR_MAJ_V.html"
"VALEUR";"IR_MCO_V";"Table MCO";"Kwikly/VALEUR/IR_MCO_V.html"
"VALEUR";"IR_MDP_V";"Mode de prescription";"Kwikly/VALEUR/IR_MDP_V.html"
"VALEUR";"IR_MDT_V";"Mode de Traitement";"Kwikly/VALEUR/IR_MDT_V.html"
"VALEUR";"IR_MED_V";"Informations Médicales";"Kwikly/VALEUR/IR_MED_V.html"
"VALEUR";"IR_MEP_V";"Mode d'Exercice Particulier (Omnipraticiens)";"Kwikly/VALEUR/IR_MEP_V.html"
"VALEUR";"IR_MFT_V";"Mode de Fixation de Tarif";"Kwikly/VALEUR/IR_MFT_V.html"
"VALEUR";"IR_MIN_V";"TYPE DE MINORATION";"Kwikly/VALEUR/IR_MIN_V.html"
"VALEUR";"IR_MIR_V";"Comptes Comptables MIRCOSS";"Kwikly/VALEUR/IR_MIR_V.html"
"VALEUR";"IR_MOD_V";"Mode de Règlement";"Kwikly/VALEUR/IR_MOD_V.html"
"VALEUR";"IR_MOI_V";"Période Civile Mensuelle";"Kwikly/VALEUR/IR_MOI_V.html"
"VALEUR";"IR_MP2_V";"modificateurs parcours de soins sur 2 caractères";"Kwikly/VALEUR/IR_MP2_V.html"
"VALEUR";"IR_MPA_V";"Participation de l'assuré HPDS";"Kwikly/VALEUR/IR_MPA_V.html"
"VALEUR";"IR_MPS_V";"Table des modificateurs (parcours de soin)";"Kwikly/VALEUR/IR_MPS_V.html"
"VALEUR";"IR_MTF_V";"motif de fin de contrat avec le medecin traitant";"Kwikly/VALEUR/IR_MTF_V.html"
"VALEUR";"IR_MTM_V";"Modulation du Ticket Modérateur";"Kwikly/VALEUR/IR_MTM_V.html"
"VALEUR";"IR_MTO_V";"indicateur tarification METEORe dans le cadre du projet Météor";"Kwikly/VALEUR/IR_MTO_V.html"
"VALEUR";"IR_MTR_V";"Motif du Transport";"Kwikly/VALEUR/IR_MTR_V.html"
"VALEUR";"IR_NAL_V";"Nombre d'ALD identifiées";"Kwikly/VALEUR/IR_NAL_V.html"
"VALEUR";"IR_NAT_V";"";"Kwikly/VALEUR/IR_NAT_V.html"
"VALEUR";"IR_NDT_V";"Nature de la dette";"Kwikly/VALEUR/IR_NDT_V.html"
"VALEUR";"IR_NEM_V";"Table des numéros d'emetteurs";"Kwikly/VALEUR/IR_NEM_V.html"
"VALEUR";"IR_NEX_V";"Nature d'Exercice d'un PS";"Kwikly/VALEUR/IR_NEX_V.html"
"VALEUR";"IR_NFS_V";"Nature de fin de séjour";"Kwikly/VALEUR/IR_NFS_V.html"
"VALEUR";"IR_NGC_V";"Numéro de gestion Comptable";"Kwikly/VALEUR/IR_NGC_V.html"
"VALEUR";"IR_NIR_V";"Code identification du NIR";"Kwikly/VALEUR/IR_NIR_V.html"
"VALEUR";"IR_NMD_V";"Nomenclature Médicale";"Kwikly/VALEUR/IR_NMD_V.html"
"VALEUR";"IR_NPS_V";"Notion de parcours de soin";"Kwikly/VALEUR/IR_NPS_V.html"
"VALEUR";"IR_OBS_V";"Code Observation";"Kwikly/VALEUR/IR_OBS_V.html"
"VALEUR";"IR_OPL_V";"Nature d'opération de liquidation";"Kwikly/VALEUR/IR_OPL_V.html"
"VALEUR";"IR_OPR_V";"Nature des Opérations de Récupération";"Kwikly/VALEUR/IR_OPR_V.html"
"VALEUR";"IR_ORG_V";"Tables des Organismes Inter Régimes";"Kwikly/VALEUR/IR_ORG_V.html"
"VALEUR";"IR_ORI_V";"ORIGINE DE LA SAISIE OU DE LA MISE A JOUR DE LA DECLARATION DE MEDECIN TRAITANT";"Kwikly/VALEUR/IR_ORI_V.html"
"VALEUR";"IR_PAF_V";"Particitipation forfaitaire";"Kwikly/VALEUR/IR_PAF_V.html"
"VALEUR";"IR_PAY_V";"Pays";"Kwikly/VALEUR/IR_PAY_V.html"
"VALEUR";"IR_PCT_V";"Périodes comptables";"Kwikly/VALEUR/IR_PCT_V.html"
"VALEUR";"IR_PEL_V";"Indicateur Prescription en ligne";"Kwikly/VALEUR/IR_PEL_V.html"
"VALEUR";"IR_PEN_V";"type de pension";"Kwikly/VALEUR/IR_PEN_V.html"
"VALEUR";"IR_PNE_V";"Prestation en Nature _ Espèce et Autre";"Kwikly/VALEUR/IR_PNE_V.html"
"VALEUR";"IR_POS_V";"Code Postal";"Kwikly/VALEUR/IR_POS_V.html"
"VALEUR";"IR_PPU_V";"Secteur d'Activité (Privé _ Public)";"Kwikly/VALEUR/IR_PPU_V.html"
"VALEUR";"IR_PRF_V";"Type de Prestation Fournie (Dispositifs Médicaux)";"Kwikly/VALEUR/IR_PRF_V.html"
"VALEUR";"IR_PRO_V";"Contexte Professionnel de Santé";"Kwikly/VALEUR/IR_PRO_V.html"
"VALEUR";"IR_QBA_V";"Qualité de Bénéficiaire Affinée";"Kwikly/VALEUR/IR_QBA_V.html"
"VALEUR";"IR_QPE_V";"Table des qualificatifs de parcours de soin (entree)";"Kwikly/VALEUR/IR_QPE_V.html"
"VALEUR";"IR_QPS_V";"Table des qualificatifs de parcours de soin (sortie)";"Kwikly/VALEUR/IR_QPS_V.html"
"VALEUR";"IR_RAN_V";"Table des typologies d'anomalies";"Kwikly/VALEUR/IR_RAN_V.html"
"VALEUR";"IR_REF_V";"Libelle Indicateur Medecin Referent";"Kwikly/VALEUR/IR_REF_V.html"
"VALEUR";"IR_REG_V";"Région";"Kwikly/VALEUR/IR_REG_V.html"
"VALEUR";"IR_REK_V";"Indicateurs Référentiel EP Kiné";"Kwikly/VALEUR/IR_REK_V.html"
"VALEUR";"IR_REN_V";"table de renouvellement";"Kwikly/VALEUR/IR_REN_V.html"
"VALEUR";"IR_RGM_V";"Petit Régime d'Affiliation";"Kwikly/VALEUR/IR_RGM_V.html"
"VALEUR";"IR_RGP_V";"type de regroupement de séjour dans le cadre du projet T2A SSR";"Kwikly/VALEUR/IR_RGP_V.html"
"VALEUR";"IR_RGT_V";"Regroupement de prestations";"Kwikly/VALEUR/IR_RGT_V.html"
"VALEUR";"IR_RGU_V";"Sens de la régularisation";"Kwikly/VALEUR/IR_RGU_V.html"
"VALEUR";"IR_RNM_V";"indicateur du RNIAM";"Kwikly/VALEUR/IR_RNM_V.html"
"VALEUR";"IR_RP1_V";"Regroupement HPHE Détaillé Honoraires Spécialistes et Auxiliaires";"Kwikly/VALEUR/IR_RP1_V.html"
"VALEUR";"IR_RP2_V";"Regroupement HPHE Détaillé Honoraires Auxiliaires";"Kwikly/VALEUR/IR_RP2_V.html"
"VALEUR";"IR_RP3_V";"Regroupement Hono Presc Hospit Espece (HPHE)";"Kwikly/VALEUR/IR_RP3_V.html"
"VALEUR";"IR_RRG_V";"Regroupement de Régime";"Kwikly/VALEUR/IR_RRG_V.html"
"VALEUR";"IR_RSM_V";"Tables des codes ERSM";"Kwikly/VALEUR/IR_RSM_V.html"
"VALEUR";"IR_RVL_V";"Nature de la revalorisation (IJ)";"Kwikly/VALEUR/IR_RVL_V.html"
"VALEUR";"IR_SAF_V";"Type de Saisie Affinée ou Support d'Entrée";"Kwikly/VALEUR/IR_SAF_V.html"
"VALEUR";"IR_SAI_V";"Type de Saisie ou Système à l'Origine du Mouvement";"Kwikly/VALEUR/IR_SAI_V.html"
"VALEUR";"IR_SAN_V";"Centre de Santé";"Kwikly/VALEUR/IR_SAN_V.html"
"VALEUR";"IR_SAT_V";"Motif de suppression de la rente AT";"Kwikly/VALEUR/IR_SAT_V.html"
"VALEUR";"IR_SEQ_V";"Séquence de renouvellement";"Kwikly/VALEUR/IR_SEQ_V.html"
"VALEUR";"IR_SEX_V";"";"Kwikly/VALEUR/IR_SEX_V.html"
"VALEUR";"IR_SFJ_V";"Type de supplément forfait";"Kwikly/VALEUR/IR_SFJ_V.html"
"VALEUR";"IR_SGN_V";"Signe du Mouvement";"Kwikly/VALEUR/IR_SGN_V.html"
"VALEUR";"IR_SJE_V";"Statut juridique d'Etablissement";"Kwikly/VALEUR/IR_SJE_V.html"
"VALEUR";"IR_SJP_V";"Statut Juridique ou Mode d'Exercice d'un PS";"Kwikly/VALEUR/IR_SJP_V.html"
"VALEUR";"IR_SL2_V";"Regroupement slm mutuelles federatrices";"Kwikly/VALEUR/IR_SL2_V.html"
"VALEUR";"IR_SLG_V";"Regroupement Section Locale Mutualiste";"Kwikly/VALEUR/IR_SLG_V.html"
"VALEUR";"IR_SLM_V";"Section Locale Mutualiste (SLM)";"Kwikly/VALEUR/IR_SLM_V.html"
"VALEUR";"IR_SNS_V";"Sens du Mouvement";"Kwikly/VALEUR/IR_SNS_V.html"
"VALEUR";"IR_SOP_V";"Sortie _ Présence";"Kwikly/VALEUR/IR_SOP_V.html"
"VALEUR";"IR_SPD_V";"Specialite de Discipline";"Kwikly/VALEUR/IR_SPD_V.html"
"VALEUR";"IR_SPE_V";"Spécialités médicales";"Kwikly/VALEUR/IR_SPE_V.html"
"VALEUR";"IR_SPS_V";"Regroupement de Spécialité pour les Statistiques Mensuelles";"Kwikly/VALEUR/IR_SPS_V.html"
"VALEUR";"IR_SPT_V";"Regroupement de Spécialité pour TANDEM";"Kwikly/VALEUR/IR_SPT_V.html"
"VALEUR";"IR_SRG_V";"Regroupement Statut juridique PS";"Kwikly/VALEUR/IR_SRG_V.html"
"VALEUR";"IR_STA_V";"Regroupement de Prestation pour les Statistiques Mensuelles";"Kwikly/VALEUR/IR_STA_V.html"
"VALEUR";"IR_SUB_V";"Motif de Substitution Médicament";"Kwikly/VALEUR/IR_SUB_V.html"
"VALEUR";"IR_SVI_V";"table des Indicateurs de suivi du n° RPPS";"Kwikly/VALEUR/IR_SVI_V.html"
"VALEUR";"IR_TAA_V";"Impact T2A publique sur le référentiel tables";"Kwikly/VALEUR/IR_TAA_V.html"
"VALEUR";"IR_TAE_V";"Type d'activité établissement";"Kwikly/VALEUR/IR_TAE_V.html"
"VALEUR";"IR_TAN_V";"Type d'Anomalie _ Signalement _ Rejet";"Kwikly/VALEUR/IR_TAN_V.html"
"VALEUR";"IR_TAU_V";"Taux de Prise en Charge";"Kwikly/VALEUR/IR_TAU_V.html"
"VALEUR";"IR_TCE_V";"";"Kwikly/VALEUR/IR_TCE_V.html"
"VALEUR";"IR_TCM_V";"Type de Procédure de Paiement CMU";"Kwikly/VALEUR/IR_TCM_V.html"
"VALEUR";"IR_TCP_V";"Type de CIP délivré";"Kwikly/VALEUR/IR_TCP_V.html"
"VALEUR";"IR_TCR_V";"Top certification du lot";"Kwikly/VALEUR/IR_TCR_V.html"
"VALEUR";"IR_TCU_V";"Type de codage UCD";"Kwikly/VALEUR/IR_TCU_V.html"
"VALEUR";"IR_TDM_V";"Regroupement de Prestation pour TANDEM";"Kwikly/VALEUR/IR_TDM_V.html"
"VALEUR";"IR_TDU_V";"Top déconditionnement";"Kwikly/VALEUR/IR_TDU_V.html"
"VALEUR";"IR_TEK_V";"Top Entente Préalable Kiné";"Kwikly/VALEUR/IR_TEK_V.html"
"VALEUR";"IR_TMT_V";"Top prescripteur medecin traitant";"Kwikly/VALEUR/IR_TMT_V.html"
"VALEUR";"IR_TOC_V";"Top option de coordination";"Kwikly/VALEUR/IR_TOC_V.html"
"VALEUR";"IR_TOP_V";"Table indicateur de tarif opposable";"Kwikly/VALEUR/IR_TOP_V.html"
"VALEUR";"IR_TOR_V";"Types d'organismes";"Kwikly/VALEUR/IR_TOR_V.html"
"VALEUR";"IR_TPR_V";"Types de prestation Kiné";"Kwikly/VALEUR/IR_TPR_V.html"
"VALEUR";"IR_TRG_V";"Regroupement taux de prise en charge";"Kwikly/VALEUR/IR_TRG_V.html"
"VALEUR";"IR_TTX_V";"Type de Taux";"Kwikly/VALEUR/IR_TTX_V.html"
"VALEUR";"IR_TUM_V";"Codes de catégories de tumeurs pour les codes cim10 de l'ald numéro 30";"Kwikly/VALEUR/IR_TUM_V.html"
"VALEUR";"IR_TYA_V";"Types d'actes";"Kwikly/VALEUR/IR_TYA_V.html"
"VALEUR";"IR_TYE_V";"Type d'établissement";"Kwikly/VALEUR/IR_TYE_V.html"
"VALEUR";"IR_TYO_V";"Type d'Organisme";"Kwikly/VALEUR/IR_TYO_V.html"
"VALEUR";"IR_TYP_V";"";"Kwikly/VALEUR/IR_TYP_V.html"
"VALEUR";"IR_TYR_V";"Type de Remboursement";"Kwikly/VALEUR/IR_TYR_V.html"
"VALEUR";"IR_TYT_V";"Tables des types de transmetteurs";"Kwikly/VALEUR/IR_TYT_V.html"
"VALEUR";"IR_TYV_V";"Type de Ventilation";"Kwikly/VALEUR/IR_TYV_V.html"
"VALEUR";"IR_URC_V";"URCAM _ ARH";"Kwikly/VALEUR/IR_URC_V.html"
"VALEUR";"IR_VIT_V";"indicateur de forçage Sesam Vitale";"Kwikly/VALEUR/IR_VIT_V.html"
"VALEUR";"IR_ZCN_V";"Zonage conventionnel";"Kwikly/VALEUR/IR_ZCN_V.html"
"VALEUR";"IR_ZTP_V";"Zone Tarif PS";"Kwikly/VALEUR/IR_ZTP_V.html"
"VALEUR";"MS_ACT_V";"Justification de l'exonération du TM2";"Kwikly/VALEUR/MS_ACT_V.html"
"VALEUR";"MS_AFP_V";"Controle fusion Ano Hospit et Fichier PMSI";"Kwikly/VALEUR/MS_AFP_V.html"
"VALEUR";"MS_AHP_V";"Controle fusion Ano Hospit et Hospit PMSI";"Kwikly/VALEUR/MS_AHP_V.html"
"VALEUR";"MS_ASN_V";"Nature d'assurance PMSI";"Kwikly/VALEUR/MS_ASN_V.html"
"VALEUR";"MS_ATV_V";"Activité de l'acte";"Kwikly/VALEUR/MS_ATV_V.html"
"VALEUR";"MS_AUT_V";"Type d'UM autorise";"Kwikly/VALEUR/MS_AUT_V.html"
"VALEUR";"MS_CAD_V";"Controle du Numero Administratif";"Kwikly/VALEUR/MS_CAD_V.html"
"VALEUR";"MS_CDM_V";"Nomenclature CDAM (Actes Hospitaliers)";"Kwikly/VALEUR/MS_CDM_V.html"
"VALEUR";"MS_CIM_V";"Codes Diagnostics (CIM10)";"Kwikly/VALEUR/MS_CIM_V.html"
"VALEUR";"MS_CIV_V";"Code Civilite";"Kwikly/VALEUR/MS_CIV_V.html"
"VALEUR";"MS_CSS_V";"Controle du Numero de Securite Sociale";"Kwikly/VALEUR/MS_CSS_V.html"
"VALEUR";"MS_CSX_V";"Controle du Sexe";"Kwikly/VALEUR/MS_CSX_V.html"
"VALEUR";"MS_DST_V";"Destination";"Kwikly/VALEUR/MS_DST_V.html"
"VALEUR";"MS_DTN_V";"Controle de la date de naissance";"Kwikly/VALEUR/MS_DTN_V.html"
"VALEUR";"MS_ENR_V";"Type d'enregistrement";"Kwikly/VALEUR/MS_ENR_V.html"
"VALEUR";"MS_ENT_V";"Mode d'entree du champ PMSI_MCO";"Kwikly/VALEUR/MS_ENT_V.html"
"VALEUR";"MS_FFT_V";"Forfait Dialyse";"Kwikly/VALEUR/MS_FFT_V.html"
"VALEUR";"MS_FMT_V";"Type de format RSF (Ancien / Nouveau)";"Kwikly/VALEUR/MS_FMT_V.html"
"VALEUR";"MS_GM7_V";"Groupe Homogene de Malade (GHM) V7";"Kwikly/VALEUR/MS_GM7_V.html"
"VALEUR";"MS_GM9_V";"Groupe Homogene de Malade (GHM) V9";"Kwikly/VALEUR/MS_GM9_V.html"
"VALEUR";"MS_JTM_V";"Justification de l'exonération du TM";"Kwikly/VALEUR/MS_JTM_V.html"
"VALEUR";"MS_LDD_V";"Passage dans un lit dedie aux soins Palliatifs";"Kwikly/VALEUR/MS_LDD_V.html"
"VALEUR";"MS_NFS_V";"Nature d'interruption ou de fin de sejour";"Kwikly/VALEUR/MS_NFS_V.html"
"VALEUR";"MS_OPE_V";"Nature d¿Opération";"Kwikly/VALEUR/MS_OPE_V.html"
"VALEUR";"MS_PDP_V";"Position du Diagnostic Principal";"Kwikly/VALEUR/MS_PDP_V.html"
"VALEUR";"MS_PEC_V";"Code de prise en charge";"Kwikly/VALEUR/MS_PEC_V.html"
"VALEUR";"MS_PHA_V";"Phase de l'acte CCAM";"Kwikly/VALEUR/MS_PHA_V.html"
"VALEUR";"MS_PPO_V";"Type de Prestation de Prelevement d'Organes";"Kwikly/VALEUR/MS_PPO_V.html"
"VALEUR";"MS_PRV_V";"Provenance";"Kwikly/VALEUR/MS_PRV_V.html"
"VALEUR";"MS_REC_V";"Nature opération de récupération";"Kwikly/VALEUR/MS_REC_V.html"
"VALEUR";"MS_RES_V";"Code Geographique de residence";"Kwikly/VALEUR/MS_RES_V.html"
"VALEUR";"MS_RT7_V";"Resultat du groupage (version de groupage_CMD_GHM_Code retour) RT7";"Kwikly/VALEUR/MS_RT7_V.html"
"VALEUR";"MS_RT9_V";"Resultat du groupage (version de groupage_CMD_GHM_Code retour) RT9";"Kwikly/VALEUR/MS_RT9_V.html"
"VALEUR";"MS_SEJ_V";"Type de sejour";"Kwikly/VALEUR/MS_SEJ_V.html"
"VALEUR";"MS_SOR_V";"Mode de Sortie du Champ PMSI_MCO";"Kwikly/VALEUR/MS_SOR_V.html"
"VALEUR";"MS_TAA_V";"Table des Types d'activités autorisées";"Kwikly/VALEUR/MS_TAA_V.html"
"VALEUR";"MS_TAL_V";"Type d'autorisation de lit dedie frequente par le patient";"Kwikly/VALEUR/MS_TAL_V.html"
"VALEUR";"MS_TCH_V";"Top en Char ( oui / non )";"Kwikly/VALEUR/MS_TCH_V.html"
"VALEUR";"MS_TOP_V";"Top Numérique ( oui / non )";"Kwikly/VALEUR/MS_TOP_V.html"
"VALEUR";"MS_VLP_V";"Code Valorisation partielle";"Kwikly/VALEUR/MS_VLP_V.html"
"VALEUR";"PX_APP_V";"table des applications";"Kwikly/VALEUR/PX_APP_V.html"
"VALEUR";"PX_CAT_V";"catégories télé service";"Kwikly/VALEUR/PX_CAT_V.html"
"VALEUR";"PX_DRS_V";"table d'association entre les Caisses et les DRSM";"Kwikly/VALEUR/PX_DRS_V.html"
"VALEUR";"PX_ETA_V";"codes catégories télé service par établissement";"Kwikly/VALEUR/PX_ETA_V.html"
"VALEUR";"PX_FCT_V";"table des fonctionnalités";"Kwikly/VALEUR/PX_FCT_V.html"
"VALEUR";"PX_FSR_V";"table des services associés aux fonctionnalités";"Kwikly/VALEUR/PX_FSR_V.html"
"VALEUR";"PX_SER_V";"services pour restitution";"Kwikly/VALEUR/PX_SER_V.html"
"VALEUR";"PX_SPE_V";"table des codes catégories télé service par spécialité";"Kwikly/VALEUR/PX_SPE_V.html"
"VALEUR";"PX_TRC_V";"tranches de connexions";"Kwikly/VALEUR/PX_TRC_V.html"
"VALEUR";"R9_PAR_V";"Paramétrage automatisation ARA";"Kwikly/VALEUR/R9_PAR_V.html"
"VALEUR";"R9_SPE_V";"regroupements Spécialité pour automatisation ARA";"Kwikly/VALEUR/R9_SPE_V.html"
"VALEUR";"RM_CND_V";"top conditionnement";"Kwikly/VALEUR/RM_CND_V.html"
"VALEUR";"RM_CNV_V";"top répertoire conventionnel";"Kwikly/VALEUR/RM_CNV_V.html"
"VALEUR";"RM_EXP_V";"top exception";"Kwikly/VALEUR/RM_EXP_V.html"
"VALEUR";"RM_HTA_V";"top hypertension artérielle";"Kwikly/VALEUR/RM_HTA_V.html"
"VALEUR";"RM_PAR_V";"top des principes actifs retenus";"Kwikly/VALEUR/RM_PAR_V.html"
"VALEUR";"RM_RFM_V";"top convention (Suivi de la réforme)";"Kwikly/VALEUR/RM_RFM_V.html"
"VALEUR";"RM_RPM_V";"répertoire du médicament";"Kwikly/VALEUR/RM_RPM_V.html"
"VALEUR";"RM_SRT_V";"top sortie hospitalière";"Kwikly/VALEUR/RM_SRT_V.html"
"VALEUR";"RM_TAN_V";"top des types d'anomalies des flux";"Kwikly/VALEUR/RM_TAN_V.html"
"VALEUR";"ZO_CAI_V";"Caisses (grand régime/caisse de gestion/centre gestionnaire) ( projet EHPAD )";"Kwikly/VALEUR/ZO_CAI_V.html"
"VALEUR";"ZO_MMV_V";"motifs de mouvement RESID EHPAD";"Kwikly/VALEUR/ZO_MMV_V.html"
"VALEUR";"ZO_PRE_V";"prestations RESID EHPAD";"Kwikly/VALEUR/ZO_PRE_V.html"
"VALEUR";"ZO_TMV_V";"types de mouvement RESID EHPAD";"Kwikly/VALEUR/ZO_TMV_V.html"
