categorie;table;libelle;chemin
"VALEUR";"AT_ATP_V";"Profession de la victime d'un AT (version 212 SGE)";"Kwikly/VALEUR/AT_ATP_V.html"
"VALEUR";"AT_ATY_V";"TOP employeur atypique";"Kwikly/VALEUR/AT_ATY_V.html"
"VALEUR";"AT_AVI_V";"nature décision avis";"Kwikly/VALEUR/AT_AVI_V.html"
"VALEUR";"AT_BAT_V";"Code batellerie / Code forain";"Kwikly/VALEUR/AT_BAT_V.html"
"VALEUR";"AT_BDO_V";"TOP création BDO";"Kwikly/VALEUR/AT_BDO_V.html"
"VALEUR";"AT_BEN_V";"TOP AT bénin";"Kwikly/VALEUR/AT_BEN_V.html"
"VALEUR";"AT_BUR_V";"Code bureau";"Kwikly/VALEUR/AT_BUR_V.html"
"VALEUR";"AT_BUT_V";"Butoir de tarification";"Kwikly/VALEUR/AT_BUT_V.html"
"VALEUR";"AT_CAR_V";"CARSAT ( version 11 Orphee)";"Kwikly/VALEUR/AT_CAR_V.html"
"VALEUR";"AT_CAT_V";"Catégorie de tarification";"Kwikly/VALEUR/AT_CAT_V.html"
"VALEUR";"AT_CAU_V";"Agent causal";"Kwikly/VALEUR/AT_CAU_V.html"
"VALEUR";"AT_CHS_V";"Tables des CHSCT";"Kwikly/VALEUR/AT_CHS_V.html"
"VALEUR";"AT_CIJ_V";"Table des classes des nombres de jours d'IJ";"Kwikly/VALEUR/AT_CIJ_V.html"
"VALEUR";"AT_CJU_V";"Contestation juridique";"Kwikly/VALEUR/AT_CJU_V.html"
"VALEUR";"AT_CMI_V";"TOP lien CM";"Kwikly/VALEUR/AT_CMI_V.html"
"VALEUR";"AT_CNT_V";"Contexte des lésions";"Kwikly/VALEUR/AT_CNT_V.html"
"VALEUR";"AT_CON_V";"type de contestation (juridiction)";"Kwikly/VALEUR/AT_CON_V.html"
"VALEUR";"AT_COU_V";"type de courrier associé";"Kwikly/VALEUR/AT_COU_V.html"
"VALEUR";"AT_CPD_V";"Catégorie de produit";"Kwikly/VALEUR/AT_CPD_V.html"
"VALEUR";"AT_CRE_V";"Code de reconnaissance";"Kwikly/VALEUR/AT_CRE_V.html"
"VALEUR";"AT_CTN_V";"Table des CTN";"Kwikly/VALEUR/AT_CTN_V.html"
"VALEUR";"AT_CTS_V";"nature de la décision de contestation";"Kwikly/VALEUR/AT_CTS_V.html"
"VALEUR";"AT_DAT_V";"origine de la DAT (O/N)";"Kwikly/VALEUR/AT_DAT_V.html"
"VALEUR";"AT_DCD_V";"Indicateur de décès consécutif au sinistre";"Kwikly/VALEUR/AT_DCD_V.html"
"VALEUR";"AT_DEC_V";"décision recours contre tiers ( code alpha ) ( version 11 Orphee)";"Kwikly/VALEUR/AT_DEC_V.html"
"VALEUR";"AT_DEX_V";"Duree d'exposition";"Kwikly/VALEUR/AT_DEX_V.html"
"VALEUR";"AT_DMF_V";"Nature de la décision médicale finale";"Kwikly/VALEUR/AT_DMF_V.html"
"VALEUR";"AT_DMT_V";"Discipline Médico Tarifaire";"Kwikly/VALEUR/AT_DMT_V.html"
"VALEUR";"AT_DOS_V";"état du dossier ( code alpha ) ( version 11 Orphée)";"Kwikly/VALEUR/AT_DOS_V.html"
"VALEUR";"AT_DPS_V";"Détail de la pièce saisie";"Kwikly/VALEUR/AT_DPS_V.html"
"VALEUR";"AT_DPT_V";"département ( version 11 Orphee)";"Kwikly/VALEUR/AT_DPT_V.html"
"VALEUR";"AT_DTA_V";"TOP DAT tardive (O/N)";"Kwikly/VALEUR/AT_DTA_V.html"
"VALEUR";"AT_DVI_V";"Déviation";"Kwikly/VALEUR/AT_DVI_V.html"
"VALEUR";"AT_EDO_V";"Table etat du dossier";"Kwikly/VALEUR/AT_EDO_V.html"
"VALEUR";"AT_ELD_V";"Tables des éléments matériels";"Kwikly/VALEUR/AT_ELD_V.html"
"VALEUR";"AT_ELM_V";"Element matériel principal";"Kwikly/VALEUR/AT_ELM_V.html"
"VALEUR";"AT_EMP_V";"Gestion par employeur";"Kwikly/VALEUR/AT_EMP_V.html"
"VALEUR";"AT_EPI_V";"Nature de l'épisode";"Kwikly/VALEUR/AT_EPI_V.html"
"VALEUR";"AT_FAT_V";"Famille des AT";"Kwikly/VALEUR/AT_FAT_V.html"
"VALEUR";"AT_FJU_V";"Formes juridiques";"Kwikly/VALEUR/AT_FJU_V.html"
"VALEUR";"AT_HIS_V";"Reprise d'historique (Import)";"Kwikly/VALEUR/AT_HIS_V.html"
"VALEUR";"AT_HOS_V";"TOP Hospitalisation";"Kwikly/VALEUR/AT_HOS_V.html"
"VALEUR";"AT_HRE_V";"Tables des heures";"Kwikly/VALEUR/AT_HRE_V.html"
"VALEUR";"AT_IPR_V";"Table des regroupements des taux IPP";"Kwikly/VALEUR/AT_IPR_V.html"
"VALEUR";"AT_IRT_V";"Indicateur de rente AT";"Kwikly/VALEUR/AT_IRT_V.html"
"VALEUR";"AT_ITI_V";"Indicateur ITI (Indemnité Temporaire d¿Inaptitude)";"Kwikly/VALEUR/AT_ITI_V.html"
"VALEUR";"AT_IVA_V";"Table des codes correction";"Kwikly/VALEUR/AT_IVA_V.html"
"VALEUR";"AT_JIJ_V";"Tables du nombre de jours d'IJ";"Kwikly/VALEUR/AT_JIJ_V.html"
"VALEUR";"AT_JOU_V";"Tables des jours";"Kwikly/VALEUR/AT_JOU_V.html"
"VALEUR";"AT_LAT_V";"Code lieu";"Kwikly/VALEUR/AT_LAT_V.html"
"VALEUR";"AT_LES_V";"Nature des lésions (version 11 Orphee)";"Kwikly/VALEUR/AT_LES_V.html"
"VALEUR";"AT_LIC_V";"Reclassement ou licenciement";"Kwikly/VALEUR/AT_LIC_V.html"
"VALEUR";"AT_LIE_V";"Lieu de l'AT";"Kwikly/VALEUR/AT_LIE_V.html"
"VALEUR";"AT_LSN_V";"Nature des lésions (version 212 SGE)";"Kwikly/VALEUR/AT_LSN_V.html"
"VALEUR";"AT_MAM_V";"Code motif alineas MP";"Kwikly/VALEUR/AT_MAM_V.html"
"VALEUR";"AT_MDL_V";"Contact ou modalité de la blessure";"Kwikly/VALEUR/AT_MDL_V.html"
"VALEUR";"AT_MET_V";"profession en AT et MP ( version 11 Orphee)";"Kwikly/VALEUR/AT_MET_V.html"
"VALEUR";"AT_MLP_ANC_V";"Numéro de MP et syndrome";"Kwikly/VALEUR/AT_MLP_ANC_V.html"
"VALEUR";"AT_MLP_V";"Maladies professionnelles par syndrome";"Kwikly/VALEUR/AT_MLP_V.html"
"VALEUR";"AT_MLT_V";"Maladie professionelle par tableau";"Kwikly/VALEUR/AT_MLT_V.html"
"VALEUR";"AT_MOD_V";"Mode de tarification";"Kwikly/VALEUR/AT_MOD_V.html"
"VALEUR";"AT_MOI_V";"Table des mois";"Kwikly/VALEUR/AT_MOI_V.html"
"VALEUR";"AT_MOT_V";"motif de la contestation";"Kwikly/VALEUR/AT_MOT_V.html"
"VALEUR";"AT_MPP_V";"Profession de la victime d'une MP (version 212 SGE)";"Kwikly/VALEUR/AT_MPP_V.html"
"VALEUR";"AT_MRC_V";"Mode de récupération";"Kwikly/VALEUR/AT_MRC_V.html"
"VALEUR";"AT_MTP_V";"Code majoration tierce personne";"Kwikly/VALEUR/AT_MTP_V.html"
"VALEUR";"AT_MTY_V";"TOP codification profession ( Ancienne ou nouvelle)";"Kwikly/VALEUR/AT_MTY_V.html"
"VALEUR";"AT_NAB_V";"Table des nature de l'assuré beneficiare";"Kwikly/VALEUR/AT_NAB_V.html"
"VALEUR";"AT_NAF_V";"Table des codes NAF";"Kwikly/VALEUR/AT_NAF_V.html"
"VALEUR";"AT_NAT_V";"Nationalité";"Kwikly/VALEUR/AT_NAT_V.html"
"VALEUR";"AT_NCT_V";"Code nature elément contesté";"Kwikly/VALEUR/AT_NCT_V.html"
"VALEUR";"AT_NEC_V";"code element conteste";"Kwikly/VALEUR/AT_NEC_V.html"
"VALEUR";"AT_NLS_V";"Nature des lésions";"Kwikly/VALEUR/AT_NLS_V.html"
"VALEUR";"AT_NNI_V";"TOP NIR ou NNP de la victime ( code alpha )";"Kwikly/VALEUR/AT_NNI_V.html"
"VALEUR";"AT_NNP_V";"TOP NIR ou NNP de la victime ( code numérique )";"Kwikly/VALEUR/AT_NNP_V.html"
"VALEUR";"AT_NOT_V";"TOP notification";"Kwikly/VALEUR/AT_NOT_V.html"
"VALEUR";"AT_NOU_V";"TOP codification (ancienne ou nouvelle)";"Kwikly/VALEUR/AT_NOU_V.html"
"VALEUR";"AT_NRQ_V";"Nature requérant";"Kwikly/VALEUR/AT_NRQ_V.html"
"VALEUR";"AT_NSE_V";"Nature du cotisant/compte global";"Kwikly/VALEUR/AT_NSE_V.html"
"VALEUR";"AT_NTU_V";"Nature du sinistre";"Kwikly/VALEUR/AT_NTU_V.html"
"VALEUR";"AT_OCT_V";"origine de la contestation";"Kwikly/VALEUR/AT_OCT_V.html"
"VALEUR";"AT_ODF_V";"code origine de la décision médicale finale";"Kwikly/VALEUR/AT_ODF_V.html"
"VALEUR";"AT_OMS_V";"Maladie professionnelle OMS";"Kwikly/VALEUR/AT_OMS_V.html"
"VALEUR";"AT_ORC_V";"Origine des crédits";"Kwikly/VALEUR/AT_ORC_V.html"
"VALEUR";"AT_PAC_V";"TOP personne accompagnante";"Kwikly/VALEUR/AT_PAC_V.html"
"VALEUR";"AT_PAI_V";"Table groupe de paiement";"Kwikly/VALEUR/AT_PAI_V.html"
"VALEUR";"AT_PAT_V";"Profession de la victime d'un AT";"Kwikly/VALEUR/AT_PAT_V.html"
"VALEUR";"AT_PAY_V";"Code Pays";"Kwikly/VALEUR/AT_PAY_V.html"
"VALEUR";"AT_PIE_V";"Type de pièce nature des certificats médicaux";"Kwikly/VALEUR/AT_PIE_V.html"
"VALEUR";"AT_PMP_V";"Profession de la victime d'une MP";"Kwikly/VALEUR/AT_PMP_V.html"
"VALEUR";"AT_PTR_V";"Poste de travail";"Kwikly/VALEUR/AT_PTR_V.html"
"VALEUR";"AT_QUA_V";"Qualification professionnelle";"Kwikly/VALEUR/AT_QUA_V.html"
"VALEUR";"AT_RCT_V";"états du recours contre tiers";"Kwikly/VALEUR/AT_RCT_V.html"
"VALEUR";"AT_REC_V";"TOP envoi courrier (Lettre simple ou RAR)";"Kwikly/VALEUR/AT_REC_V.html"
"VALEUR";"AT_REP_V";"Suite repos AS";"Kwikly/VALEUR/AT_REP_V.html"
"VALEUR";"AT_REQ_V";"nature requerant";"Kwikly/VALEUR/AT_REQ_V.html"
"VALEUR";"AT_RNI_V";"Rente non imputable";"Kwikly/VALEUR/AT_RNI_V.html"
"VALEUR";"AT_RSQ_V";"Tables de risques";"Kwikly/VALEUR/AT_RSQ_V.html"
"VALEUR";"AT_RTI_V";"Recours contre tiers";"Kwikly/VALEUR/AT_RTI_V.html"
"VALEUR";"AT_SAN_V";"TOP Sanction (O/N)";"Kwikly/VALEUR/AT_SAN_V.html"
"VALEUR";"AT_SDO_V";"Table statut du dossier";"Kwikly/VALEUR/AT_SDO_V.html"
"VALEUR";"AT_SGE_V";"Siège de la lésion (version 212 SGE)";"Kwikly/VALEUR/AT_SGE_V.html"
"VALEUR";"AT_SIE_V";"Siège de la lésion (version 11 Orphee)";"Kwikly/VALEUR/AT_SIE_V.html"
"VALEUR";"AT_SIR_V";"top SIRET";"Kwikly/VALEUR/AT_SIR_V.html"
"VALEUR";"AT_SLP_V";"Siege des lésions principal";"Kwikly/VALEUR/AT_SLP_V.html"
"VALEUR";"AT_SLS_V";"Siege des lésions principal et secondaire";"Kwikly/VALEUR/AT_SLS_V.html"
"VALEUR";"AT_SPO_V";"Statut professionnel";"Kwikly/VALEUR/AT_SPO_V.html"
"VALEUR";"AT_STA_V";"Statut de l'épisode ou du décès";"Kwikly/VALEUR/AT_STA_V.html"
"VALEUR";"AT_TAN_V";"Type d'Anomalie _ Signalement _ Rejet (table AT)";"Kwikly/VALEUR/AT_TAN_V.html"
"VALEUR";"AT_TAR_V";"mode de tarification ( version 11 Orphee)";"Kwikly/VALEUR/AT_TAR_V.html"
"VALEUR";"AT_TAT_V";"Tranche d'age";"Kwikly/VALEUR/AT_TAT_V.html"
"VALEUR";"AT_TAU_V";"Tables des taux";"Kwikly/VALEUR/AT_TAU_V.html"
"VALEUR";"AT_TDO_V";"Table type de dossier";"Kwikly/VALEUR/AT_TDO_V.html"
"VALEUR";"AT_TEF_V";"Table des tranches d'effectifs";"Kwikly/VALEUR/AT_TEF_V.html"
"VALEUR";"AT_TEV_V";"Table type d'evenement";"Kwikly/VALEUR/AT_TEV_V.html"
"VALEUR";"AT_THE_V";"orientation thérapeutique accordée";"Kwikly/VALEUR/AT_THE_V.html"
"VALEUR";"AT_TLI_V";"Type de lieu";"Kwikly/VALEUR/AT_TLI_V.html"
"VALEUR";"AT_TPR_V";"Type de prestation";"Kwikly/VALEUR/AT_TPR_V.html"
"VALEUR";"AT_TRA_V";"mode de transport";"Kwikly/VALEUR/AT_TRA_V.html"
"VALEUR";"AT_TRE_V";"Type de rente";"Kwikly/VALEUR/AT_TRE_V.html"
"VALEUR";"AT_TRI_V";"Type de rattachement individu";"Kwikly/VALEUR/AT_TRI_V.html"
"VALEUR";"AT_TRQ_V";"Type de risque";"Kwikly/VALEUR/AT_TRQ_V.html"
"VALEUR";"AT_TYC_V";"Type de crédit";"Kwikly/VALEUR/AT_TYC_V.html"
"VALEUR";"AT_URG_V";"Notion d¿urgence";"Kwikly/VALEUR/AT_URG_V.html"
"VALEUR";"AT_URS_V";"URSSAF cotisant/VLU";"Kwikly/VALEUR/AT_URS_V.html"
"VALEUR";"AT_VIL_V";"ville de la cure thermale";"Kwikly/VALEUR/AT_VIL_V.html"
"VALEUR";"AT_VLI_V";"Validité du crédit/de la DAT";"Kwikly/VALEUR/AT_VLI_V.html"
"VALEUR";"AT_VSE_V";"Validité du cotisant";"Kwikly/VALEUR/AT_VSE_V.html"
"VALEUR";"BC_BSE_V";"types de bases émises par le partenaire dans le cadre du projet HDH";"Kwikly/VALEUR/BC_BSE_V.html"
"VALEUR";"BC_TRT_V";"types de traitement dans le cadre du projet HDH";"Kwikly/VALEUR/BC_TRT_V.html"
"VALEUR";"DE_ANA_V";"SIDEP Type de test de dépistage réalisé";"Kwikly/VALEUR/DE_ANA_V.html"
"VALEUR";"DE_ETA_V";"SIDEP Type d'établissement";"Kwikly/VALEUR/DE_ETA_V.html"
"VALEUR";"DE_HBG_V";"SIDEP Type d'hébergement des patients";"Kwikly/VALEUR/DE_HBG_V.html"
"VALEUR";"DE_RES_V";"SIDEP Résultat du test de dépistage";"Kwikly/VALEUR/DE_RES_V.html"
"VALEUR";"DE_STA_V";"SIDEP Statut du dossier du patient";"Kwikly/VALEUR/DE_STA_V.html"
"VALEUR";"DE_SYM_V";"SIDEP Présence de symptômes avant le dépistage";"Kwikly/VALEUR/DE_SYM_V.html"
"VALEUR";"DR_BSE_V";"Bases sur lesquelles porte l'exercice des droits dans le cadre du projet HDH";"Kwikly/VALEUR/DR_BSE_V.html"
"VALEUR";"DR_TYP_V";"Types de droits à exercer dans le cadre du projet HDH";"Kwikly/VALEUR/DR_TYP_V.html"
"VALEUR";"DS_ACC_V";"MODE D'ACCOUCHEMENT";"Kwikly/VALEUR/DS_ACC_V.html"
"VALEUR";"DS_ACP_V";"ACTIVITE PROFESSIONNELLE";"Kwikly/VALEUR/DS_ACP_V.html"
"VALEUR";"DS_AGE_V";"MORTALITE NEONATALE GROUPE D'AGE";"Kwikly/VALEUR/DS_AGE_V.html"
"VALEUR";"DS_APP_V";"TOP APPARIEMENT DECES";"Kwikly/VALEUR/DS_APP_V.html"
"VALEUR";"DS_ATT_V";"ACCIDENT DU TRAVAIL OU ACTIVITE PROFESSIONNELLE";"Kwikly/VALEUR/DS_ATT_V.html"
"VALEUR";"DS_CAU_V";"RECHERCHE DE LA CAUSE DE DECES";"Kwikly/VALEUR/DS_CAU_V.html"
"VALEUR";"DS_CER_V";"TYPE DE CERTIFICAT";"Kwikly/VALEUR/DS_CER_V.html"
"VALEUR";"DS_CIM_V";"VERSION DE LA CIM UTILISEE";"Kwikly/VALEUR/DS_CIM_V.html"
"VALEUR";"DS_CIR_V";"CIRCONSTANCES APPARENTES DU DECES";"Kwikly/VALEUR/DS_CIR_V.html"
"VALEUR";"DS_DEB_V";"DEBUT DU TRAVAIL";"Kwikly/VALEUR/DS_DEB_V.html"
"VALEUR";"DS_ENC_V";"LA FEMME DECEDEE ETAIT ELLE ENCEINTE ?";"Kwikly/VALEUR/DS_ENC_V.html"
"VALEUR";"DS_FIA_V";"FIABILITE DE LA DATE DU DECES";"Kwikly/VALEUR/DS_FIA_V.html"
"VALEUR";"DS_GRS_V";"LA GROSSESSE A CONTRIBUE AU DECES";"Kwikly/VALEUR/DS_GRS_V.html"
"VALEUR";"DS_LIA_V";"LIEU DE L'ACCOUCHEMENT";"Kwikly/VALEUR/DS_LIA_V.html"
"VALEUR";"DS_LIE_V";"LIEU DU DECES";"Kwikly/VALEUR/DS_LIE_V.html"
"VALEUR";"DS_LMV_V";"CODIFICATION DU LIEU DE DECES SI MORT VIOLENTE";"Kwikly/VALEUR/DS_LMV_V.html"
"VALEUR";"DS_MAR_V";"ETAT MATRIMONIAL";"Kwikly/VALEUR/DS_MAR_V.html"
"VALEUR";"DS_MSU_V";"MORT SUBITE";"Kwikly/VALEUR/DS_MSU_V.html"
"VALEUR";"DS_NAI_V";"TYPE DE NAISSANCE";"Kwikly/VALEUR/DS_NAI_V.html"
"VALEUR";"DS_NRS_V";"MORT INATTENDUE DU NOURISSON";"Kwikly/VALEUR/DS_NRS_V.html"
"VALEUR";"DS_PC1_V";"PROFESSION ET CATEGORIE SOCIOPROFESSIONNELLE, N. INSEE EN 8 POSTES";"Kwikly/VALEUR/DS_PC1_V.html"
"VALEUR";"DS_PC2_V";"PROFESSION ET CATEGORIE SOCIOPROFESSIONNELLE, N. INSEE EN 24 POSTES";"Kwikly/VALEUR/DS_PC2_V.html"
"VALEUR";"DS_PC3_V";"PROFESSION ET CATEGORIE SOCIOPROFESSIONNELLE, N. INSEE EN 42 POSTES";"Kwikly/VALEUR/DS_PC3_V.html"
"VALEUR";"DS_PFS_V";"ACTIVITE PROFESSIONNELLE DE LA MERE OU DU PERE";"Kwikly/VALEUR/DS_PFS_V.html"
"VALEUR";"DS_PRD_V";"";"Kwikly/VALEUR/DS_PRD_V.html"
"VALEUR";"DS_PST_V";"PRESENTATION DE L'ENFANT";"Kwikly/VALEUR/DS_PST_V.html"
"VALEUR";"DS_SIT_V";"LA MERE VIT ELLE EN COUPLE ?";"Kwikly/VALEUR/DS_SIT_V.html"
"VALEUR";"DS_STA_V";"STATUT DE TRAITEMENT";"Kwikly/VALEUR/DS_STA_V.html"
"VALEUR";"DS_SUP_V";"TYPE DE SUPPORT DU CERTIFICAT";"Kwikly/VALEUR/DS_SUP_V.html"
"VALEUR";"DS_TRF_V";"TRANSFERT OU HOSPITALISATION PARTICULIERE DE L'ENFANT";"Kwikly/VALEUR/DS_TRF_V.html"
"VALEUR";"DS_VER_V";"VERSION DU CERTIFICAT DE DECES";"Kwikly/VALEUR/DS_VER_V.html"
"VALEUR";"DS_VOL_V";"TYPE DE VOLET";"Kwikly/VALEUR/DS_VOL_V.html"
"VALEUR";"DW_DTC_V";"Source de détection";"Kwikly/VALEUR/DW_DTC_V.html"
"VALEUR";"DW_PRO_V";"Protocole";"Kwikly/VALEUR/DW_PRO_V.html"
"VALEUR";"DW_RSQ_V";"nature de risque";"Kwikly/VALEUR/DW_RSQ_V.html"
"VALEUR";"DW_STA_V";"état de statut";"Kwikly/VALEUR/DW_STA_V.html"
"VALEUR";"EP_CRG_V";"";"Kwikly/VALEUR/EP_CRG_V.html"
"VALEUR";"FC_BSE_V";"FDC Table de conversion des organismes de base";"Kwikly/VALEUR/FC_BSE_V.html"
"VALEUR";"FC_CAI_V";"FDC Table de conversion des Caisses";"Kwikly/VALEUR/FC_CAI_V.html"
"VALEUR";"FC_ORG_V";"FDC Table de conversion des organismes fins";"Kwikly/VALEUR/FC_ORG_V.html"
"VALEUR";"FC_TCL_V";"FDC Table des Méthodes de Traitement";"Kwikly/VALEUR/FC_TCL_V.html"
"VALEUR";"FC_VEX_V";"FDC Table d'exclusion des Vues";"Kwikly/VALEUR/FC_VEX_V.html"
"VALEUR";"GA_CEN_V";"Centre de numérisation et de vidéocodage";"Kwikly/VALEUR/GA_CEN_V.html"
"VALEUR";"GA_EDI_V";"Code origine édition";"Kwikly/VALEUR/GA_EDI_V.html"
"VALEUR";"GA_GBE_V";"Genre du bénéficiaire";"Kwikly/VALEUR/GA_GBE_V.html"
"VALEUR";"GA_INJ_V";"Numéro de coupon d'injection";"Kwikly/VALEUR/GA_INJ_V.html"
"VALEUR";"GA_TNI_V";"Top NIR fictif";"Kwikly/VALEUR/GA_TNI_V.html"
"VALEUR";"GA_UVA_V";"Code usine vaccin";"Kwikly/VALEUR/GA_UVA_V.html"
"VALEUR";"IR_ACC_V";"indicateur accident";"Kwikly/VALEUR/IR_ACC_V.html"
"VALEUR";"IR_ACH_V";"Type d'acheminement des flux";"Kwikly/VALEUR/IR_ACH_V.html"
"VALEUR";"IR_ACO_V";"Codes ACOSS";"Kwikly/VALEUR/IR_ACO_V.html"
"VALEUR";"IR_ACT_V";"Nature d'Activité (Non Médecins)";"Kwikly/VALEUR/IR_ACT_V.html"
"VALEUR";"IR_AFT_V";"Type d'Affinage pour Regroupements TANDEM";"Kwikly/VALEUR/IR_AFT_V.html"
"VALEUR";"IR_AGE_V";"Age";"Kwikly/VALEUR/IR_AGE_V.html"
"VALEUR";"IR_ALD_V";"Table des codes ALD30";"Kwikly/VALEUR/IR_ALD_V.html"
"VALEUR";"IR_AMA_V";"Age en mois (nourrissons) et années ( > 2ans)";"Kwikly/VALEUR/IR_AMA_V.html"
"VALEUR";"IR_ANC_V";"Table de codification des anomalies de conversion du code complément affiné";"Kwikly/VALEUR/IR_ANC_V.html"
"VALEUR";"IR_ANN_V";"Table des Années";"Kwikly/VALEUR/IR_ANN_V.html"
"VALEUR";"IR_APS_V";"Tranche d'Age PS5";"Kwikly/VALEUR/IR_APS_V.html"
"VALEUR";"IR_ASN_V";"Tranche d'Age SNIREP";"Kwikly/VALEUR/IR_ASN_V.html"
"VALEUR";"IR_ASS_V";"Table ASSONP";"Kwikly/VALEUR/IR_ASS_V.html"
"VALEUR";"IR_ASU_V";"Nature d'Assurance";"Kwikly/VALEUR/IR_ASU_V.html"
"VALEUR";"IR_ATT_V";"Nature d'Accident du Travail";"Kwikly/VALEUR/IR_ATT_V.html"
"VALEUR";"IR_BAC_V";"Top bénéficiaire ACS";"Kwikly/VALEUR/IR_BAC_V.html"
"VALEUR";"IR_BCM_V";"Top bénéficiaire CMU C";"Kwikly/VALEUR/IR_BCM_V.html"
"VALEUR";"IR_BEN_V";"Contexte Bénéficiaires";"Kwikly/VALEUR/IR_BEN_V.html"
"VALEUR";"IR_BEQ_V";"Qualité de Bénéficiaire";"Kwikly/VALEUR/IR_BEQ_V.html"
"VALEUR";"IR_BER_V";"Rang Gémellaire Bénéficiaire";"Kwikly/VALEUR/IR_BER_V.html"
"VALEUR";"IR_BIO_INT_V";"";"Kwikly/VALEUR/IR_BIO_INT_V.html"
"VALEUR";"IR_BRA_V";"Branche Comptable";"Kwikly/VALEUR/IR_BRA_V.html"
"VALEUR";"IR_BRG_V";"Regroupement de Qualité de bénéficiaire";"Kwikly/VALEUR/IR_BRG_V.html"
"VALEUR";"IR_C2S_V";"type C2S";"Kwikly/VALEUR/IR_C2S_V.html"
"VALEUR";"IR_CAF_V";"";"Kwikly/VALEUR/IR_CAF_V.html"
"VALEUR";"IR_CAI_V";"Caisse _ Organisme de base";"Kwikly/VALEUR/IR_CAI_V.html"
"VALEUR";"IR_CAT_V";"Catégorie Professionnel de Santé";"Kwikly/VALEUR/IR_CAT_V.html"
"VALEUR";"IR_CBI_V";"Catégorie de Bénéficiaire (Inval et Rentes AT)";"Kwikly/VALEUR/IR_CBI_V.html"
"VALEUR";"IR_CCA_V";"Compléments associés ou affinés";"Kwikly/VALEUR/IR_CCA_V.html"
"VALEUR";"IR_CCI_V";"";"Kwikly/VALEUR/IR_CCI_V.html"
"VALEUR";"IR_CE1_V";"Regroupement 1 des Catégories d'Etablissement";"Kwikly/VALEUR/IR_CE1_V.html"
"VALEUR";"IR_CE2_V";"Regroupement 2 des Catégories d'Etablissement";"Kwikly/VALEUR/IR_CE2_V.html"
"VALEUR";"IR_CE3_V";"Regroupement 3 des Catégories d'Etablissement";"Kwikly/VALEUR/IR_CE3_V.html"
"VALEUR";"IR_CEE_V";"Table CTI ELSM ERSM";"Kwikly/VALEUR/IR_CEE_V.html"
"VALEUR";"IR_CER_V";"niveau de certification";"Kwikly/VALEUR/IR_CER_V.html"
"VALEUR";"IR_CET_V";"Catégorie d'Etablissement";"Kwikly/VALEUR/IR_CET_V.html"
"VALEUR";"IR_CIA_V";"Catégorie Affinée de Pension d'Invalidité";"Kwikly/VALEUR/IR_CIA_V.html"
"VALEUR";"IR_CII_V";"Centre de Traitement Informatique Informationnel (CTII)";"Kwikly/VALEUR/IR_CII_V.html"
"VALEUR";"IR_CIM_V";"";"Kwikly/VALEUR/IR_CIM_V.html"
"VALEUR";"IR_CIP_V";"Table des classes therapeutiques ATC par code CIP";"Kwikly/VALEUR/IR_CIP_V.html"
"VALEUR";"IR_CIV_V";"Catégorie de Pension d'Invalidité";"Kwikly/VALEUR/IR_CIV_V.html"
"VALEUR";"IR_CLC_V";"Code Libellé de Contrôle";"Kwikly/VALEUR/IR_CLC_V.html"
"VALEUR";"IR_CMD_V";"Table CMD";"Kwikly/VALEUR/IR_CMD_V.html"
"VALEUR";"IR_CMF_V";"Regroupement Postes Comptables CMU _ Participation _ Forfait";"Kwikly/VALEUR/IR_CMF_V.html"
"VALEUR";"IR_CMH_V";"Regroupement de Postes Comptables CMU _ Hono _ Optiq _ Soin _ Frais";"Kwikly/VALEUR/IR_CMH_V.html"
"VALEUR";"IR_CMU_V";"Postes Comptables CMU";"Kwikly/VALEUR/IR_CMU_V.html"
"VALEUR";"IR_CNV_V";"Conventions Médicales";"Kwikly/VALEUR/IR_CNV_V.html"
"VALEUR";"IR_COC_V";"Catégorie d'Organisme Complémentaire";"Kwikly/VALEUR/IR_COC_V.html"
"VALEUR";"IR_COP_V";"Comptes COPERNIC";"Kwikly/VALEUR/IR_COP_V.html"
"VALEUR";"IR_CPA_V";"Complément d'Acte";"Kwikly/VALEUR/IR_CPA_V.html"
"VALEUR";"IR_CPM_V";"Complement/Majoration";"Kwikly/VALEUR/IR_CPM_V.html"
"VALEUR";"IR_CRA_V";"Caisse Régionale Assurance Maladie (CRAM)";"Kwikly/VALEUR/IR_CRA_V.html"
"VALEUR";"IR_CSS_V";"Code C2S";"Kwikly/VALEUR/IR_CSS_V.html"
"VALEUR";"IR_CTA_V";"type de contrat complémentaire";"Kwikly/VALEUR/IR_CTA_V.html"
"VALEUR";"IR_CTI_V";"Centre de Traitement Informatique de Production (CTI)";"Kwikly/VALEUR/IR_CTI_V.html"
"VALEUR";"IR_CTL_V";"Type de contrôle";"Kwikly/VALEUR/IR_CTL_V.html"
"VALEUR";"IR_DCT_V";"Deces _ Transfert";"Kwikly/VALEUR/IR_DCT_V.html"
"VALEUR";"IR_DDP_V";"Discipline de prestation établissement";"Kwikly/VALEUR/IR_DDP_V.html"
"VALEUR";"IR_DEP_V";"Qualificatif Dépense de Prestation";"Kwikly/VALEUR/IR_DEP_V.html"
"VALEUR";"IR_DEV_V";"Devise";"Kwikly/VALEUR/IR_DEV_V.html"
"VALEUR";"IR_DIP_V";"Dispositif de Prévention";"Kwikly/VALEUR/IR_DIP_V.html"
